,KW_MAE_TRAIN,KW_MAPE_TRAIN,KW_RMSE_TRAIN
1640,0.4835,0.6023,0.3407
1641,0.4673,0.62,0.2981
1642,0.4342,0.5895,0.2627
1643,0.3776,0.5049,0.228
1644,0.3616,0.5433,0.2202
1645,0.3723,0.625,0.2379
1646,0.3694,0.7001,0.2325
1647,0.3362,0.5089,0.2154
1648,0.3502,0.6923,0.226
1649,0.3606,0.6229,0.2774
1650,0.429,0.7359,0.3326
1651,0.441,0.8271,0.3453
1652,0.4104,0.8475,0.3243
1653,0.3745,0.7458,0.302
1654,0.3826,0.7277,0.2898
1655,0.4216,0.785,0.2993
1656,0.4209,0.824,0.2704
1657,0.411,0.7638,0.25
1658,0.3848,0.6458,0.2278
1659,0.3769,0.6048,0.2293
1660,0.3765,0.5723,0.2252
1661,0.3581,0.6256,0.217
1662,0.3732,0.721,0.232
1663,0.3686,0.716,0.218
1664,0.3476,0.6429,0.1964
1665,0.3513,0.7633,0.2042
1666,0.3997,0.8743,0.2432
1667,0.4774,0.9737,0.2865
1668,0.4975,0.9609,0.3052
1669,0.4512,0.8767,0.2688
1670,0.4311,0.8382,0.2631
1671,0.4072,0.6693,0.257
1672,0.4386,0.652,0.2643
1673,0.4928,0.6791,0.3603
1674,0.5517,0.7537,0.4615
1675,0.5791,0.8051,0.4888
1676,0.5295,0.8324,0.3943
1677,0.4769,0.7844,0.3477
1678,0.4546,0.6659,0.3298
1679,0.4547,0.6674,0.3147
1680,0.4597,0.7078,0.2992
1681,0.4464,0.6718,0.2795
1682,0.4237,0.5672,0.2649
1683,0.4258,0.5321,0.2873
1684,0.4428,0.5815,0.2974
1685,0.4143,0.5722,0.2439
1686,0.363,0.5346,0.2078
1687,0.3433,0.5123,0.1975
1688,0.3552,0.5915,0.1744
1689,0.3517,0.5875,0.1658
1690,0.3189,0.5641,0.1455
1691,0.2904,0.5273,0.1363
1692,0.3113,0.5845,0.1488
1693,0.3366,0.6125,0.1683
1694,0.3846,0.6404,0.2062
1695,0.3725,0.5944,0.1911
1696,0.354,0.6311,0.184
1697,0.3509,0.6207,0.1996
1698,0.3659,0.6656,0.2117
1699,0.4056,0.7575,0.2447
1700,0.4622,0.8514,0.2776
1701,0.44,0.9103,0.2423
1702,0.4286,1.1011,0.2421
1703,0.4285,1.4407,0.2509
1704,0.4203,2.0089,0.239
1705,0.3652,1.8438,0.1876
1706,0.3357,1.742,0.1588
1707,0.3525,1.8012,0.1666
1708,0.3592,1.8175,0.167
1709,0.3803,1.8132,0.1938
1710,0.3925,1.3449,0.215
1711,0.3374,1.3865,0.2034
1712,0.3437,1.2259,0.2272
1713,0.3947,1.0376,0.2805
1714,0.4187,1.0138,0.3304
1715,0.4456,1.3178,0.3866
1716,0.5945,1.8203,0.5254
1717,0.7042,2.1698,0.6898
1718,0.7467,2.9608,0.7356
1719,0.6731,2.5456,0.6591
1720,0.6147,2.311,0.601
1721,0.6052,15.0417,0.5433
1722,0.6268,14.1892,0.5238
1723,0.6733,13.1641,0.5493
1724,0.7733,14.3666,0.7215
1725,0.8771,17.4053,0.8947
1726,0.853,18.3222,0.8682
1727,0.8162,3.3412,0.8252
1728,0.7748,14.9545,0.7563
1729,0.7603,14.2142,0.7338
1730,0.7512,14.63,0.7132
1731,0.7528,15.8029,0.6949
1732,0.7268,14.4523,0.6458
1733,0.712,13.6074,0.6252
1734,0.7276,13.9944,0.6358
1735,0.6987,13.0988,0.5923
1736,0.7166,10.4881,0.637
1737,0.6818,9.4313,0.5869
1738,0.6877,10.1695,0.6021
1739,0.7073,11.3443,0.6377
1740,0.7304,12.5424,0.6675
1741,0.7658,14.6902,0.7013
1742,0.759,14.64,0.6902
1743,0.7129,13.2419,0.6205
1744,0.6753,11.1537,0.5748
1745,0.6592,2.963,0.5641
1746,0.6584,2.873,0.5604
1747,0.6428,2.7932,0.5539
1748,0.6024,2.5101,0.5196
1749,0.6204,3.0131,0.5422
1750,0.6338,2.4639,0.5618
1751,0.6824,3.788,0.6075
1752,0.7348,4.6344,0.6633
1753,0.7722,5.0215,0.7098
1754,0.8186,5.7908,0.7835
1755,0.8157,5.9246,0.7824
1756,0.774,5.4694,0.7227
1757,0.6923,4.2087,0.6133
1758,0.6912,4.0782,0.6143
1759,0.7067,4.3835,0.6358
1760,0.7433,4.6136,0.6933
1761,0.7514,5.0252,0.7093
1762,0.7127,5.0194,0.6453
1763,0.6484,4.4726,0.5615
1764,0.6004,3.9537,0.4682
1765,0.5831,3.3866,0.4281
1766,0.5691,2.6736,0.4206
1767,0.5666,2.146,0.4415
1768,0.5657,1.1954,0.4723
1769,0.6153,1.0603,0.5276
1770,0.6884,1.2582,0.6054
1771,0.7206,1.2916,0.6603
1772,0.7191,1.2183,0.6869
1773,0.6644,1.0762,0.6206
1774,0.6114,0.9662,0.5548
1775,0.5789,0.721,0.4941
1776,0.5806,0.7863,0.4805
1777,0.5323,0.7787,0.4011
1778,0.4899,0.5662,0.3449
1779,0.4803,0.5459,0.3427
1780,0.5107,0.6032,0.3769
1781,0.556,0.6768,0.4166
1782,0.5511,0.7066,0.3931
1783,0.5329,0.7045,0.3587
1784,0.4355,0.5837,0.2677
1785,0.4215,0.5587,0.2709
1786,0.4552,0.5891,0.3013
1787,0.5497,0.7253,0.3945
1788,0.604,0.7718,0.4626
1789,0.593,0.7425,0.4542
1790,0.5924,0.7244,0.4649
1791,0.6145,0.7356,0.5099
1792,0.5933,0.7235,0.4626
1793,0.5893,0.7126,0.466
1794,0.5958,0.6941,0.511
1795,0.625,0.7064,0.56
1796,0.634,0.7087,0.5694
1797,0.5594,0.6428,0.4751
1798,0.448,0.5278,0.3554
1799,0.3957,0.4585,0.3185
1800,0.3902,0.5166,0.2793
1801,0.3907,0.5381,0.2486
1802,0.4087,0.4757,0.2462
1803,0.4502,0.5371,0.2695
1804,0.4671,0.5517,0.2955
1805,0.4254,0.5268,0.2565
1806,0.3539,0.4641,0.2023
1807,0.3166,0.4446,0.1691
1808,0.2896,0.4416,0.1382
1809,0.2264,0.4059,0.0821
1810,0.2349,0.3909,0.0775
1811,0.2202,0.3709,0.0758
1812,0.2375,0.3944,0.083
1813,0.2286,0.3726,0.0759
1814,0.2171,0.3708,0.0735
1815,0.2265,0.3914,0.0783
1816,0.229,0.3822,0.0974
1817,0.2461,0.3984,0.1518
1818,0.2995,0.4362,0.2187
1819,0.3718,0.504,0.2491
1820,0.3474,0.4939,0.2024
1821,0.2973,0.4185,0.1802
1822,0.2969,0.4345,0.1885
1823,0.2929,0.4359,0.2142
1824,0.312,0.4898,0.171
1825,0.288,0.5237,0.1272
1826,0.2891,0.5343,0.1328
1827,0.3169,0.5358,0.1589
1828,0.3349,0.5563,0.1821
1829,0.3198,0.5006,0.1614
1830,0.317,0.5132,0.1671
1831,0.4344,0.7046,0.2621
1832,0.479,0.7659,0.3054
1833,0.4038,0.5944,0.2296
1834,0.393,0.5297,0.205
1835,0.4201,0.5981,0.2195
1836,0.4709,0.6568,0.276
1837,0.5519,0.7869,0.3856
1838,0.512,0.7755,0.339
1839,0.4352,0.6861,0.2546
1840,0.3036,0.4948,0.1547
1841,0.3218,0.4588,0.1903
1842,0.4038,0.5478,0.2475
1843,0.4327,0.5613,0.2684
1844,0.4016,0.5487,0.2822
1845,0.3716,0.496,0.2684
1846,0.3804,0.4734,0.2827
1847,0.3916,0.5206,0.255
1848,0.3842,0.5774,0.2203
1849,0.3455,0.5481,0.1877
1850,0.3179,0.4643,0.1696
1851,0.3357,0.4955,0.184
1852,0.3678,0.5378,0.206
1853,0.3527,0.5397,0.1937
1854,0.3587,0.6027,0.2069
1855,0.377,0.6572,0.2373
1856,0.4086,0.6512,0.2464
1857,0.4169,0.7385,0.2522
1858,0.4436,0.8009,0.2811
1859,0.477,0.8412,0.2928
1860,0.5392,0.8851,0.3557
1861,0.5495,0.989,0.3662
1862,0.516,1.0698,0.3304
1863,0.389,0.6247,0.2301
1864,0.4502,0.8945,0.2664
1865,0.4873,0.8048,0.3034
1866,0.5215,0.8704,0.3394
1867,0.5181,0.9541,0.3509
1868,0.5199,1.1424,0.3524
1869,0.5411,1.3666,0.3716
1870,0.5725,2.8115,0.4138
1871,0.5962,3.0673,0.4422
1872,0.554,3.0232,0.3851
1873,0.4681,2.6143,0.2981
1874,0.4128,2.3304,0.2491
1875,0.4136,2.1158,0.2428
1876,0.4281,1.2544,0.2565
1877,0.5139,2.955,0.339
1878,0.5933,3.4685,0.4219
1879,0.5801,3.3484,0.4032
1880,0.723,4.2924,0.615
1881,0.8892,4.1312,0.9365
1882,0.9351,4.1419,1.0122
1883,0.9064,4.0678,0.9305
1884,0.9855,4.5703,1.0828
1885,0.9745,4.7427,1.0944
1886,0.7589,7.2877,0.7499
1887,0.6462,6.2527,0.6493
1888,0.6043,7.121,0.5401
1889,0.5867,6.5075,0.4874
1890,0.6014,6.3714,0.4899
1891,0.6362,6.3432,0.5027
1892,0.7277,4.8723,0.6595
1893,0.808,8.0628,0.8074
1894,0.8192,5.2906,0.8516
1895,0.8258,7.4826,0.8294
1896,0.8535,7.8929,0.8519
1897,0.8777,8.2297,0.8996
1898,0.87,8.5873,0.8917
1899,0.8141,7.8164,0.787
1900,0.767,7.2565,0.7023
1901,0.7546,6.9453,0.6891
1902,0.7606,7.4209,0.6899
1903,0.7178,6.7755,0.6314
1904,0.7263,6.1196,0.639
1905,0.6648,5.172,0.5485
1906,0.6719,5.3126,0.5617
1907,0.6744,5.3422,0.5708
1908,0.6882,5.4558,0.5962
1909,0.7708,6.0776,0.7365
1910,0.8073,4.1298,0.7922
1911,0.7671,3.4019,0.715
1912,0.7054,1.5901,0.6242
1913,0.6659,1.385,0.5637
1914,0.6458,1.3241,0.5248
1915,0.5963,1.177,0.4616
1916,0.5605,1.0535,0.4326
1917,0.546,1.0205,0.4139
1918,0.5334,1.0,0.4029
1919,0.532,1.0,0.4027
1920,0.5416,1.0,0.4076
1921,0.5486,1.0,0.4102
1922,0.5536,1.0,0.4111
1923,0.5505,1.0,0.4089
1924,0.5637,1.007,0.4256
1925,0.5841,1.0554,0.4488
1926,0.6105,1.1178,0.4818
1927,0.6323,1.1673,0.5124
1928,0.6399,1.1953,0.5181
1929,0.6423,1.2649,0.5108
1930,0.6391,1.2885,0.5124
1931,0.665,1.3313,0.5572
1932,0.7198,1.4537,0.6441
1933,0.7666,1.5985,0.7139
1934,0.7966,1.5437,0.7724
1935,0.8002,1.3725,0.7871
1936,0.7724,1.1721,0.7463
1937,0.7219,0.9466,0.6741
1938,0.751,1.0001,0.7223
1939,0.7639,1.1077,0.7537
1940,0.7498,1.1491,0.7654
1941,0.6924,1.1194,0.6748
1942,0.6505,1.1824,0.5976
1943,0.6391,1.1269,0.5554
1944,0.6476,1.403,0.5391
1945,0.6434,3.8851,0.4932
1946,0.5942,3.9236,0.4525
1947,0.5985,3.2265,0.4712
1948,0.63,2.5433,0.5355
1949,0.6682,1.9258,0.5874
1950,0.66,1.4426,0.6113
1951,0.6677,0.8485,0.6577
1952,0.6831,1.5205,0.6637
1953,0.6892,2.8172,0.6346
1954,0.6764,2.8014,0.6176
1955,0.6458,1.6969,0.6052
1956,0.6173,1.3188,0.5774
1957,0.6041,1.1662,0.5695
1958,0.5988,1.1426,0.55
1959,0.5893,2.0152,0.5293
1960,0.5686,2.6018,0.5046
1961,0.5815,2.8586,0.5264
1962,0.6406,2.4662,0.5891
1963,0.7027,2.8873,0.6621
1964,0.6566,2.8105,0.6377
1965,0.6024,2.9774,0.6007
1966,0.5859,2.8785,0.5773
1967,0.6011,2.5624,0.5778
1968,0.6387,1.6766,0.6047
1969,0.6787,0.7439,0.6272
1970,0.7287,0.7974,0.6758
1971,0.7919,0.8835,0.7612
1972,0.8317,0.9056,0.8381
1973,0.8704,0.9267,0.9233
1974,0.8828,0.9267,0.9652
1975,0.8962,0.9215,1.0236
1976,0.8987,0.8974,1.0641
1977,0.8594,0.8042,1.0234
1978,0.8304,0.7758,0.9792
1979,0.822,0.7859,0.9521
1980,0.8172,0.7587,0.9563
1981,0.7549,0.674,0.8988
1982,0.7643,0.6381,0.9233
1983,0.8068,0.6667,0.9822
1984,0.7985,0.6765,0.9907
1985,0.806,0.6453,1.0136
1986,0.8245,0.6983,1.0659
1987,0.8478,0.8462,1.1157
1988,0.8647,0.994,1.1543
1989,0.8585,2.1897,1.1515
1990,0.8609,2.5059,1.1206
1991,0.8693,2.7941,1.0931
1992,0.8375,2.4538,1.0136
1993,0.7727,2.1659,0.9354
1994,0.7477,1.6412,0.9237
1995,0.7215,0.9545,0.9075
1996,0.7029,1.4354,0.864
1997,0.6897,1.486,0.819
1998,0.7268,1.8731,0.8888
1999,0.8569,2.5835,1.2645
2000,0.8438,2.6978,1.2078
2001,0.7687,2.842,0.9271
2002,0.6964,2.3569,0.783
2003,0.6269,1.8207,0.6492
2004,0.6096,1.4815,0.6079
2005,0.596,1.5438,0.5761
2006,0.5972,1.469,0.5634
2007,0.5648,1.4361,0.5129
2008,0.5623,1.497,0.5095
2009,0.6038,1.6803,0.5501
2010,0.6534,1.8138,0.6268
2011,0.6676,1.5487,0.6718
2012,0.6367,1.6751,0.6619
2013,0.6236,1.5907,0.6161
2014,0.6287,1.7613,0.6085
2015,0.6613,1.394,0.6457
2016,0.6963,1.1157,0.6753
2017,0.7029,0.9975,0.6756
2018,0.6751,0.8938,0.6464
2019,0.6836,0.8444,0.6641
2020,0.7009,0.882,0.6934
2021,0.7194,0.9284,0.725
2022,0.7174,0.9233,0.7205
2023,0.7039,0.9062,0.6982
2024,0.6972,1.0213,0.6937
2025,0.7058,1.2919,0.6901
2026,0.6492,1.2228,0.6063
2027,0.6183,0.8473,0.5629
2028,0.5776,0.9829,0.4956
2029,0.5424,1.5066,0.4388
2030,0.4975,1.9121,0.398
2031,0.4928,1.7356,0.3901
2032,0.4348,1.2693,0.3514
2033,0.4454,1.3582,0.3558
2034,0.4991,1.7333,0.3963
2035,0.5079,1.5139,0.4159
2036,0.5039,1.0846,0.4191
2037,0.5021,0.9077,0.4222
2038,0.5422,0.8693,0.4336
2039,0.5648,0.9199,0.4424
2040,0.5543,0.8987,0.443
2041,0.5407,0.8778,0.4331
2042,0.5405,0.858,0.4277
2043,0.5432,0.8661,0.4299
2044,0.5616,0.8968,0.4492
2045,0.5759,0.9178,0.4667
2046,0.5644,0.8999,0.4552
2047,0.5495,0.8531,0.4481
2048,0.553,0.8876,0.4652
2049,0.574,0.9396,0.4951
2050,0.6087,1.0389,0.5295
2051,0.5876,0.9037,0.5257
2052,0.6049,0.9654,0.5556
2053,0.6826,1.1884,0.6524
2054,0.7606,1.4679,0.7772
2055,0.7913,1.4042,0.8565
2056,0.8191,1.3158,0.9377
2057,0.8522,1.3507,0.9491
2058,0.8759,1.388,0.9447
2059,0.8971,1.3909,0.9531
2060,0.9393,1.2692,1.0458
2061,0.9667,1.2259,1.0828
2062,0.935,1.1798,1.0091
2063,0.893,1.1214,0.91
2064,0.883,1.107,0.8877
2065,0.8796,1.1072,0.8864
2066,0.892,1.1175,0.9067
2067,0.8995,1.114,0.9182
2068,0.8861,1.0973,0.8903
2069,0.8801,1.0926,0.8783
2070,0.8916,1.1054,0.904
2071,0.9083,1.1143,0.9464
2072,0.928,1.1286,0.9914
2073,0.9594,1.1633,1.0533
2074,0.9926,1.2758,1.1168
2075,1.0029,1.2613,1.151
2076,1.0347,1.2859,1.2267
2077,1.0657,1.274,1.2977
2078,1.0626,1.3201,1.2744
2079,1.0191,1.3188,1.1631
2080,0.9941,1.3259,1.1095
2081,0.9709,1.3718,1.0561
2082,0.9709,1.4046,1.0549
2083,0.9793,1.4911,1.0608
2084,0.9739,1.5721,1.0372
2085,0.9423,1.5947,0.978
2086,0.9446,1.6089,0.998
2087,0.9534,1.574,1.037
2088,0.9875,1.5572,1.1021
2089,1.0177,1.6396,1.1403
2090,0.9985,1.6086,1.0965
2091,0.9742,1.5427,1.0566
2092,0.9627,1.4672,1.0456
2093,0.9368,1.3548,1.0144
2094,0.8953,1.3028,0.9334
2095,0.8735,1.2609,0.8964
2096,0.8872,1.2887,0.9182
2097,0.8891,1.3464,0.9072
2098,0.8659,1.4037,0.8635
2099,0.8114,1.302,0.7818
2100,0.7939,1.221,0.7669
2101,0.7715,1.2027,0.7133
2102,0.7294,1.106,0.6335
2103,0.6615,0.956,0.5411
2104,0.6759,0.9533,0.5614
2105,0.7027,0.9395,0.5986
2106,0.7182,0.95,0.6214
2107,0.7202,1.0001,0.6248
2108,0.7193,1.041,0.6275
2109,0.6841,1.0309,0.5809
2110,0.6256,1.23,0.5375
2111,0.5785,1.3804,0.4932
2112,0.5769,1.6109,0.4794
2113,0.5608,1.4928,0.4702
2114,0.5466,1.2895,0.474
2115,0.5585,1.1077,0.4923
2116,0.5636,0.7214,0.4997
2117,0.5959,0.8153,0.5218
2118,0.6174,0.8733,0.5325
2119,0.6231,0.8853,0.5356
2120,0.611,0.867,0.5285
2121,0.6,0.8413,0.5297
2122,0.5787,1.0127,0.4969
2123,0.5871,0.8145,0.4893
2124,0.5731,0.8325,0.4598
2125,0.5897,0.8375,0.4943
2126,0.5981,1.0692,0.5068
2127,0.6244,1.1633,0.5438
2128,0.6359,1.0477,0.5849
2129,0.6617,0.9978,0.6459
2130,0.6834,1.0728,0.6922
2131,0.7197,1.3756,0.7595
2132,0.7512,1.4441,0.8229
2133,0.7499,1.2457,0.8227
2134,0.7144,0.7016,0.7563
2135,0.6656,0.6936,0.6792
2136,0.664,0.7701,0.6207
2137,0.6537,0.7459,0.5966
2138,0.6342,0.9739,0.5466
2139,0.623,0.9424,0.5399
2140,0.6467,0.8435,0.5814
2141,0.6725,0.825,0.6137
2142,0.6877,0.7764,0.6231
2143,0.6745,0.839,0.5663
2144,0.6127,0.744,0.4918
2145,0.5643,0.6402,0.4626
2146,0.5849,0.8651,0.479
2147,0.6227,0.8029,0.5422
2148,0.6358,0.7295,0.5688
2149,0.6481,0.7283,0.6121
2150,0.6344,0.6912,0.6106
2151,0.6156,0.6973,0.554
2152,0.6314,0.7595,0.5964
2153,0.6222,0.8141,0.5795
2154,0.6698,0.7998,0.6979
2155,0.7149,0.7797,0.7932
2156,0.7387,0.736,0.8491
2157,0.7245,0.7375,0.8126
2158,0.7147,0.7065,0.7985
2159,0.7077,0.7712,0.7886
