date,time,KW,DEW_POINT,PRECIPITABLE WATER,GHI,RELATIVE HUMIDITY,CLOUD_TYPE,OT
2019-03-16,10:00:00,367.71,12.9,3.1,66,57.42,4,21.7
2019-03-16,11:00:00,408.84,13.4,3.2,149,58.4,4,21.9
2019-03-16,12:00:00,379.46,13.8,3.3,74,59.15,4,22.1
2019-03-16,13:00:00,383.9,14.1,3.3,134,60.39,4,22.1
2019-03-16,14:00:00,373.65,14.3,3.4,87,61.36,4,22.1
2019-03-16,15:00:00,377.9,14.5,3.5,76,63.03,4,21.9
2019-03-16,16:00:00,377.63,14.9,3.5,31,65.87,4,21.5
2019-03-16,17:00:00,384.48,15.2,3.6,12,70.36,4,20.8
2019-03-16,18:00:00,390.24,15.3,3.6,0,72.38,4,20.4
2019-03-16,19:00:00,379.57,15.4,3.7,0,73.1,4,20.4
2019-03-16,20:00:00,380.26,15.6,3.8,0,74.35,4,20.3
2019-03-16,21:00:00,385.72,15.8,3.8,0,75.83,4,20.2
2019-03-16,22:00:00,379.1,16.0,3.9,0,77.4,4,20.1
2019-03-16,23:00:00,381.8,16.3,4.0,0,78.58,4,20.1
2019-03-17,00:00:00,365.59,16.5,4.1,0,80.22,4,20.0
2019-03-17,01:00:00,328.73,16.7,4.1,0,81.19,4,20.0
2019-03-17,02:00:00,290.3,16.8,4.2,0,81.97,4,20.0
2019-03-17,03:00:00,249.06,17.0,4.2,0,82.67,4,20.0
2019-03-17,04:00:00,235.17,17.1,4.2,0,83.24,4,20.0
2019-03-17,05:00:00,224.55,17.2,4.2,0,84.75,4,19.8
2019-03-17,06:00:00,223.28,17.3,4.2,0,85.77,4,19.8
2019-03-17,07:00:00,236.59,17.8,4.2,11,85.62,4,20.3
2019-03-17,08:00:00,287.47,17.9,4.2,96,84.34,3,20.6
2019-03-17,09:00:00,362.76,18.0,4.2,124,82.84,4,21.0
2019-03-17,10:00:00,384.79,18.1,4.2,287,81.85,3,21.3
2019-03-17,11:00:00,394.86,18.2,4.2,363,80.94,3,21.6
2019-03-17,12:00:00,420.37,18.3,4.2,131,80.69,4,21.8
2019-03-17,13:00:00,425.57,18.5,4.3,226,80.39,4,22.0
2019-03-17,14:00:00,452.1,18.6,4.3,198,80.52,4,22.1
2019-03-17,15:00:00,459.5,18.7,4.3,225,81.26,4,22.1
2019-03-17,16:00:00,464.3,18.9,4.4,75,83.19,3,21.9
2019-03-17,17:00:00,461.21,19.1,4.4,49,86.65,4,21.4
2019-03-17,18:00:00,461.64,19.0,4.5,0,88.61,4,21.0
2019-03-17,19:00:00,450.23,19.1,4.4,0,88.79,3,21.0
2019-03-17,20:00:00,462.1,19.1,4.5,0,89.49,4,20.9
2019-03-17,21:00:00,480.55,19.2,4.5,0,89.3,4,21.0
2019-03-17,22:00:00,501.84,19.2,4.6,0,89.53,4,21.0
2019-03-17,23:00:00,498.04,19.3,4.7,0,89.2,4,21.1
2019-03-18,00:00:00,467.97,19.3,4.7,0,89.64,4,21.1
2019-03-18,01:00:00,406.91,19.4,4.6,0,89.69,4,21.2
2019-03-18,02:00:00,362.74,19.6,4.5,0,89.31,4,21.4
2019-03-18,03:00:00,315.62,19.6,4.5,0,89.18,4,21.5
2019-03-18,04:00:00,297.65,19.7,4.4,0,89.8,3,21.4
2019-03-18,05:00:00,294.01,19.6,4.3,0,90.14,1,21.3
2019-03-18,06:00:00,288.74,19.9,4.1,0,89.49,3,21.7
2019-03-18,07:00:00,320.29,20.3,3.9,11,86.52,4,22.7
2019-03-18,08:00:00,395.53,20.5,4.0,30,83.64,4,23.4
2019-03-18,09:00:00,427.18,20.4,4.4,252,81.15,4,23.8
2019-03-18,10:00:00,432.63,19.9,4.6,244,81.38,3,23.3
2019-03-18,11:00:00,451.81,19.5,4.5,302,81.28,3,22.9
2019-03-18,12:00:00,511.06,19.2,4.4,841,80.62,0,22.7
2019-03-18,13:00:00,524.26,19.0,4.3,813,80.26,1,22.6
2019-03-18,14:00:00,414.57,19.0,4.2,207,80.07,3,22.6
2019-03-18,15:00:00,529.95,19.0,4.1,349,79.23,2,22.8
2019-03-18,16:00:00,527.51,19.0,3.9,82,80.29,3,22.6
2019-03-18,17:00:00,510.78,19.1,3.9,147,85.29,0,21.7
2019-03-18,18:00:00,468.18,18.6,3.9,0,88.36,0,20.6
2019-03-18,19:00:00,505.41,18.3,3.9,0,89.12,3,20.2
2019-03-18,20:00:00,506.67,18.1,3.9,0,88.72,3,20.0
2019-03-18,21:00:00,522.31,17.9,3.9,0,88.17,0,19.9
2019-03-18,22:00:00,492.42,17.7,3.9,0,88.33,3,19.7
2019-03-18,23:00:00,526.38,17.6,3.8,0,87.65,3,19.7
2019-03-19,00:00:00,493.56,17.5,3.8,0,87.77,3,19.6
2019-03-19,01:00:00,409.89,17.5,3.8,0,87.96,3,19.5
2019-03-19,02:00:00,389.49,17.4,3.8,0,88.86,1,19.3
2019-03-19,03:00:00,322.66,17.4,3.8,0,89.2,1,19.2
2019-03-19,04:00:00,310.63,17.4,3.8,0,89.13,3,19.2
2019-03-19,05:00:00,301.09,17.4,3.8,0,89.63,3,19.1
2019-03-19,06:00:00,321.41,17.6,3.8,0,88.43,3,19.6
2019-03-19,07:00:00,330.24,18.0,3.9,133,85.54,1,20.5
2019-03-19,08:00:00,390.64,18.2,3.9,159,83.59,3,21.1
2019-03-19,09:00:00,390.22,18.4,3.9,226,81.46,3,21.7
2019-03-19,10:00:00,420.49,18.6,3.9,512,79.91,2,22.2
2019-03-19,11:00:00,492.77,18.7,3.9,595,78.3,3,22.7
2019-03-19,12:00:00,462.47,18.9,3.8,674,77.5,2,23.0
2019-03-19,13:00:00,534.84,18.9,3.7,591,76.76,2,23.2
2019-03-19,14:00:00,516.1,18.9,3.6,736,77.21,0,23.1
2019-03-19,15:00:00,482.83,18.8,3.5,575,78.37,0,22.8
2019-03-19,16:00:00,540.01,18.8,3.4,373,80.42,0,22.3
2019-03-19,17:00:00,476.92,18.7,3.4,156,83.29,0,21.7
2019-03-19,18:00:00,477.27,18.7,3.4,0,84.52,0,21.4
2019-03-19,19:00:00,482.51,18.7,3.4,0,84.57,0,21.4
2019-03-19,20:00:00,480.11,18.7,3.4,0,84.34,0,21.5
2019-03-19,21:00:00,516.6,18.8,3.5,0,84.81,0,21.5
2019-03-19,22:00:00,534.29,19.0,3.5,0,84.98,0,21.6
2019-03-19,23:00:00,523.69,19.1,3.6,0,85.73,0,21.6
2019-03-20,00:00:00,497.11,19.3,3.7,0,86.82,1,21.6
2019-03-20,01:00:00,425.4,19.5,3.7,0,87.56,0,21.7
2019-03-20,02:00:00,374.95,19.8,3.8,0,88.37,3,21.8
2019-03-20,03:00:00,347.49,20.0,3.9,0,88.96,3,21.9
2019-03-20,04:00:00,330.48,20.2,3.8,0,89.53,3,22.0
2019-03-20,05:00:00,323.07,20.3,3.7,0,90.33,0,22.0
2019-03-20,06:00:00,312.53,20.8,3.7,0,88.83,0,22.7
2019-03-20,07:00:00,346.89,21.5,3.7,139,85.34,1,24.1
2019-03-20,08:00:00,364.4,21.7,3.7,358,81.31,0,25.1
2019-03-20,09:00:00,436.6,21.7,3.8,562,77.56,0,25.9
2019-03-20,10:00:00,484.79,21.7,3.8,728,76.37,0,26.2
2019-03-20,11:00:00,501.58,21.7,3.9,825,75.49,0,26.4
2019-03-20,12:00:00,531.2,21.8,4.0,854,75.25,0,26.5
2019-03-20,13:00:00,544.53,21.9,4.1,816,75.79,0,26.5
2019-03-20,14:00:00,557.82,22.1,4.2,717,76.66,0,26.5
2019-03-20,15:00:00,554.8,22.3,4.2,381,79.13,2,26.2
2019-03-20,16:00:00,515.48,22.6,4.2,149,82.89,3,25.7
2019-03-20,17:00:00,522.58,22.8,4.2,149,88.54,1,24.8
2019-03-20,18:00:00,517.22,22.6,4.1,0,91.88,3,24.0
2019-03-20,19:00:00,506.25,22.6,4.0,0,93.29,1,23.7
2019-03-20,20:00:00,513.83,22.5,3.9,0,93.99,3,23.5
2019-03-20,21:00:00,518.86,22.4,3.8,0,94.73,1,23.3
2019-03-20,22:00:00,507.69,22.3,3.7,0,95.51,0,23.1
2019-03-20,23:00:00,513.54,22.3,3.7,0,95.55,1,23.0
2019-03-21,00:00:00,485.16,22.2,3.6,0,95.7,7,22.9
2019-03-21,01:00:00,433.79,22.1,3.7,0,95.75,1,22.8
2019-03-21,02:00:00,388.48,22.0,3.7,0,95.06,3,22.8
2019-03-21,03:00:00,340.79,21.8,3.7,0,94.55,3,22.7
2019-03-21,04:00:00,321.62,21.6,3.8,0,93.3,1,22.7
2019-03-21,05:00:00,326.28,21.3,3.8,0,92.59,0,22.6
2019-03-21,06:00:00,317.15,21.5,3.7,0,90.08,1,23.2
2019-03-21,07:00:00,336.08,21.9,3.6,141,85.64,0,24.5
2019-03-21,08:00:00,393.58,22.0,3.6,355,80.3,0,25.6
2019-03-21,09:00:00,481.98,22.0,3.5,560,75.25,0,26.7
2019-03-21,10:00:00,537.79,22.0,3.5,725,71.99,0,27.5
2019-03-21,11:00:00,554.7,22.2,3.5,834,70.78,0,28.0
2019-03-21,12:00:00,549.34,22.3,3.6,871,69.78,0,28.4
2019-03-21,13:00:00,583.6,22.5,3.7,835,69.4,0,28.6
2019-03-21,14:00:00,623.4,22.6,3.8,732,70.79,0,28.4
2019-03-21,15:00:00,618.18,22.8,3.8,566,74.15,0,27.8
2019-03-21,16:00:00,589.94,23.1,3.7,365,80.14,1,26.8
2019-03-21,17:00:00,589.74,23.3,3.6,152,87.61,1,25.5
2019-03-21,18:00:00,563.72,23.0,3.6,0,92.73,0,24.3
2019-03-21,19:00:00,539.51,22.9,3.5,0,94.16,0,23.9
2019-03-21,20:00:00,540.01,22.7,3.5,0,93.27,0,23.9
2019-03-21,21:00:00,538.76,22.6,3.4,0,93.1,0,23.8
2019-03-21,22:00:00,534.55,22.5,3.4,0,93.66,3,23.6
2019-03-21,23:00:00,532.33,22.4,3.3,0,93.16,3,23.6
2019-03-22,00:00:00,503.71,22.2,3.3,0,92.66,1,23.5
2019-03-22,01:00:00,450.55,22.0,3.3,0,92.19,1,23.3
2019-03-22,02:00:00,400.55,21.6,3.3,0,92.36,3,22.9
2019-03-22,03:00:00,361.78,21.2,3.3,0,91.67,3,22.6
2019-03-22,04:00:00,350.41,20.8,3.4,0,90.76,3,22.4
2019-03-22,05:00:00,331.18,20.6,3.5,0,91.07,3,22.1
2019-03-22,06:00:00,319.48,20.6,3.6,0,90.02,3,22.3
2019-03-22,07:00:00,334.48,20.6,3.7,148,88.63,0,22.6
2019-03-22,08:00:00,382.58,20.3,3.8,49,85.98,3,22.8
2019-03-22,09:00:00,427.64,20.0,3.8,124,82.74,3,23.1
2019-03-22,10:00:00,485.96,19.7,3.8,288,80.86,2,23.2
2019-03-22,11:00:00,513.65,19.5,3.8,106,80.68,3,23.0
2019-03-22,12:00:00,559.25,19.2,3.8,160,81.28,3,22.6
2019-03-22,13:00:00,538.89,18.9,3.8,129,82.17,3,22.1
2019-03-22,14:00:00,511.25,18.5,3.8,67,83.77,3,21.4
2019-03-22,15:00:00,523.16,18.1,3.9,182,84.68,3,20.8
2019-03-22,16:00:00,529.93,17.7,3.9,32,85.97,3,20.1
2019-03-22,17:00:00,542.47,17.3,3.8,12,87.09,3,19.5
2019-03-22,18:00:00,513.63,17.0,3.8,0,87.35,4,19.2
2019-03-22,19:00:00,459.86,16.9,3.8,0,87.04,4,19.1
2019-03-22,20:00:00,447.11,16.8,3.8,0,86.63,4,19.1
2019-03-22,21:00:00,436.81,16.8,3.8,0,86.43,3,19.1
2019-03-22,22:00:00,459.54,16.8,3.9,0,86.4,3,19.1
2019-03-22,23:00:00,465.63,16.8,3.9,0,86.27,3,19.1
2019-03-23,00:00:00,429.99,16.7,3.8,0,86.48,3,19.0
2019-03-23,01:00:00,379.3,16.5,3.7,0,86.76,4,18.8
2019-03-23,02:00:00,341.99,16.3,3.5,0,86.44,7,18.6
2019-03-23,03:00:00,303.39,15.9,3.4,0,86.54,4,18.2
2019-03-23,04:00:00,287.32,15.5,3.6,0,86.0,3,17.9
2019-03-23,05:00:00,294.63,15.1,3.7,0,85.43,4,17.6
2019-03-23,06:00:00,277.8,14.8,3.6,0,84.46,3,17.4
2019-03-23,07:00:00,308.04,14.5,3.5,70,83.04,4,17.4
2019-03-23,08:00:00,361.62,14.3,3.3,106,81.73,3,17.5
2019-03-23,09:00:00,401.83,14.2,3.1,68,80.22,4,17.7
2019-03-23,10:00:00,394.88,14.2,3.0,67,78.56,4,18.0
2019-03-23,11:00:00,410.64,14.2,3.0,78,77.46,4,18.2
2019-03-23,12:00:00,406.17,14.2,3.0,130,76.48,4,18.4
2019-03-23,13:00:00,398.09,14.1,3.0,118,76.38,4,18.3
2019-03-23,14:00:00,423.54,13.9,3.1,115,76.94,3,18.0
2019-03-23,15:00:00,423.21,13.8,3.1,114,77.3,3,17.8
2019-03-23,16:00:00,394.62,13.7,3.1,80,77.91,4,17.6
2019-03-23,17:00:00,400.03,13.7,3.1,21,78.95,4,17.4
2019-03-23,18:00:00,394.97,13.7,3.2,0,80.01,4,17.2
2019-03-23,19:00:00,393.87,13.6,3.2,0,79.95,4,17.1
2019-03-23,20:00:00,438.79,13.5,3.3,0,78.91,3,17.2
2019-03-23,21:00:00,422.26,13.4,3.2,0,78.24,4,17.2
2019-03-23,22:00:00,420.54,13.3,3.1,0,77.81,4,17.2
2019-03-23,23:00:00,415.13,13.2,3.0,0,77.53,4,17.2
2019-03-24,00:00:00,399.66,13.2,3.1,0,77.48,4,17.2
2019-03-24,01:00:00,350.75,13.2,3.2,0,77.02,4,17.3
2019-03-24,02:00:00,312.26,13.3,3.3,0,76.95,4,17.4
2019-03-24,03:00:00,265.66,13.5,3.4,0,77.22,4,17.5
2019-03-24,04:00:00,258.05,13.6,3.5,0,77.5,4,17.6
2019-03-24,05:00:00,257.71,13.8,3.6,0,77.95,4,17.7
2019-03-24,06:00:00,243.57,14.1,3.6,0,77.94,4,18.0
2019-03-24,07:00:00,268.06,14.4,3.7,25,76.17,4,18.7
2019-03-24,08:00:00,284.38,14.6,3.7,65,74.46,4,19.3
2019-03-24,09:00:00,320.59,15.0,3.8,93,74.26,8,19.7
2019-03-24,10:00:00,340.37,15.4,3.8,68,74.22,4,20.1
2019-03-24,11:00:00,345.04,15.7,3.9,132,73.97,4,20.5
2019-03-24,12:00:00,374.96,16.0,3.9,76,74.27,4,20.7
2019-03-24,13:00:00,369.26,16.2,3.9,66,74.1,8,21.0
2019-03-24,14:00:00,409.26,16.4,3.9,220,74.19,8,21.2
2019-03-24,15:00:00,425.73,16.6,3.9,54,74.81,4,21.2
2019-03-24,16:00:00,424.23,16.7,4.0,143,76.48,4,21.0
2019-03-24,17:00:00,406.94,17.0,4.0,13,79.76,4,20.6
2019-03-24,18:00:00,412.55,17.1,4.1,1,81.3,4,20.4
2019-03-24,19:00:00,419.4,17.2,4.1,0,81.5,4,20.5
2019-03-24,20:00:00,417.87,17.3,4.1,0,81.69,4,20.5
2019-03-24,21:00:00,423.27,17.3,4.2,0,81.93,4,20.5
2019-03-24,22:00:00,435.69,17.4,4.2,0,81.8,4,20.6
2019-03-24,23:00:00,440.43,17.5,4.3,0,81.25,4,20.8
2019-03-25,00:00:00,403.15,17.6,4.3,0,81.23,4,20.9
2019-03-25,01:00:00,333.86,17.7,4.2,0,82.3,3,20.8
2019-03-25,02:00:00,314.45,17.8,4.0,0,82.58,3,20.9
2019-03-25,03:00:00,278.4,18.0,3.8,0,83.03,4,21.0
2019-03-25,04:00:00,263.82,18.2,3.9,0,84.8,3,20.9
2019-03-25,05:00:00,251.69,18.4,4.1,0,86.96,3,20.7
2019-03-25,06:00:00,257.68,18.9,4.2,2,86.95,4,21.2
2019-03-25,07:00:00,287.29,19.2,4.3,54,85.83,4,21.7
2019-03-25,08:00:00,363.8,18.8,4.3,57,85.08,4,21.4
2019-03-25,09:00:00,406.13,18.0,4.3,53,85.05,4,20.6
2019-03-25,10:00:00,451.89,17.3,4.3,67,84.54,4,20.0
2019-03-25,11:00:00,455.06,17.0,4.4,200,83.64,4,19.9
2019-03-25,12:00:00,513.91,17.2,4.6,143,83.36,4,20.1
2019-03-25,13:00:00,485.95,17.4,4.7,74,84.18,4,20.2
2019-03-25,14:00:00,477.08,17.6,4.5,181,84.6,4,20.3
2019-03-25,15:00:00,469.11,17.8,4.2,195,83.17,8,20.8
2019-03-25,16:00:00,501.89,18.0,3.7,125,82.89,3,21.0
2019-03-25,17:00:00,491.88,18.0,3.3,42,85.42,7,20.5
2019-03-25,18:00:00,513.64,17.6,3.0,3,88.28,3,19.6
2019-03-25,19:00:00,471.59,17.4,2.8,0,89.26,3,19.2
2019-03-25,20:00:00,473.94,17.2,2.6,0,89.16,3,19.0
2019-03-25,21:00:00,485.22,17.0,2.5,0,88.67,1,18.9
2019-03-25,22:00:00,475.73,16.8,2.5,0,88.89,1,18.7
2019-03-25,23:00:00,471.63,16.7,2.4,0,88.37,3,18.7
2019-03-26,00:00:00,438.95,16.6,2.4,0,87.73,3,18.7
2019-03-26,01:00:00,365.5,16.5,2.3,0,87.54,3,18.6
2019-03-26,02:00:00,312.76,16.4,2.3,0,87.15,3,18.6
2019-03-26,03:00:00,283.9,16.4,2.2,0,87.06,3,18.6
2019-03-26,04:00:00,279.03,16.4,2.2,0,86.89,3,18.6
2019-03-26,05:00:00,274.76,16.4,2.2,0,86.78,3,18.6
2019-03-26,06:00:00,281.78,16.6,2.1,4,85.26,1,19.1
2019-03-26,07:00:00,313.55,16.7,2.1,168,82.79,1,19.7
2019-03-26,08:00:00,386.69,16.7,2.1,192,80.03,3,20.3
2019-03-26,09:00:00,380.05,16.8,2.1,305,77.55,3,20.9
2019-03-26,10:00:00,382.21,17.0,2.1,599,75.05,2,21.6
2019-03-26,11:00:00,461.73,17.2,2.2,902,73.56,0,22.1
2019-03-26,12:00:00,476.06,17.2,2.3,933,72.86,0,22.3
2019-03-26,13:00:00,503.43,17.2,2.5,888,72.74,0,22.3
2019-03-26,14:00:00,473.44,17.0,2.6,776,72.63,0,22.2
2019-03-26,15:00:00,482.45,16.9,2.7,601,73.64,0,21.8
2019-03-26,16:00:00,513.18,16.7,2.8,389,74.61,0,21.4
2019-03-26,17:00:00,451.69,16.7,2.8,167,77.27,0,20.8
2019-03-26,18:00:00,498.51,16.6,2.9,4,79.55,0,20.3
2019-03-26,19:00:00,509.09,16.7,3.0,0,79.1,0,20.4
2019-03-26,20:00:00,497.01,16.7,3.1,0,79.02,0,20.5
2019-03-26,21:00:00,507.02,16.9,3.2,0,79.37,0,20.6
2019-03-26,22:00:00,498.58,17.1,3.2,0,80.0,0,20.7
2019-03-26,23:00:00,462.94,17.4,3.3,0,80.69,0,20.8
2019-03-27,00:00:00,452.98,17.6,3.4,0,81.19,0,20.9
2019-03-27,01:00:00,368.0,17.7,3.4,0,81.16,0,21.1
2019-03-27,02:00:00,322.0,17.9,3.5,0,81.07,3,21.3
2019-03-27,03:00:00,287.69,18.1,3.5,0,81.45,1,21.4
2019-03-27,04:00:00,289.48,18.3,3.6,0,82.82,7,21.3
2019-03-27,05:00:00,271.49,18.4,3.6,0,84.17,3,21.2
2019-03-27,06:00:00,272.62,19.0,3.6,5,84.64,1,21.7
2019-03-27,07:00:00,316.69,19.5,3.6,161,80.71,1,23.0
2019-03-27,08:00:00,367.69,19.7,3.6,379,76.77,1,24.0
2019-03-27,09:00:00,410.69,19.9,3.6,582,74.05,0,24.8
2019-03-27,10:00:00,463.33,20.0,3.6,744,72.11,0,25.4
2019-03-27,11:00:00,456.54,20.1,3.5,859,71.76,0,25.6
2019-03-27,12:00:00,495.27,20.3,3.5,891,72.14,0,25.7
2019-03-27,13:00:00,514.96,20.4,3.5,637,73.03,3,25.6
2019-03-27,14:00:00,499.2,20.4,3.5,372,74.27,3,25.3
2019-03-27,15:00:00,511.24,20.4,3.5,314,76.35,3,24.8
2019-03-27,16:00:00,507.8,20.5,3.5,202,80.23,3,24.1
2019-03-27,17:00:00,498.68,20.7,3.5,86,84.44,3,23.5
2019-03-27,18:00:00,507.79,20.6,3.4,4,86.85,1,22.9
2019-03-27,19:00:00,510.55,20.6,3.4,0,86.3,3,23.0
2019-03-27,20:00:00,509.74,20.7,3.4,0,85.73,0,23.2
2019-03-27,21:00:00,520.89,20.8,3.4,0,86.8,0,23.1
2019-03-27,22:00:00,493.38,20.9,3.5,0,87.73,1,23.0
2019-03-27,23:00:00,488.52,20.9,3.6,0,89.63,0,22.7
2019-03-28,00:00:00,456.82,20.9,3.7,0,90.93,0,22.5
2019-03-28,01:00:00,410.41,21.0,3.8,0,91.61,3,22.4
2019-03-28,02:00:00,357.96,21.0,3.8,0,92.5,3,22.3
2019-03-28,03:00:00,318.33,21.1,3.8,0,93.44,3,22.2
2019-03-28,04:00:00,303.06,21.1,3.8,0,94.32,3,22.1
2019-03-28,05:00:00,310.01,21.2,3.8,0,94.96,3,22.0
2019-03-28,06:00:00,334.22,21.5,3.8,4,92.23,3,22.8
2019-03-28,07:00:00,317.59,21.9,3.8,154,88.28,0,24.0
2019-03-28,08:00:00,375.28,22.1,3.7,368,83.22,0,25.1
2019-03-28,09:00:00,470.9,22.1,3.7,573,77.52,0,26.3
2019-03-28,10:00:00,536.02,21.9,3.6,737,72.96,0,27.2
2019-03-28,11:00:00,541.35,21.9,3.7,841,70.14,0,27.8
2019-03-28,12:00:00,567.16,21.9,3.8,874,68.24,0,28.3
2019-03-28,13:00:00,631.66,22.0,4.0,830,68.27,0,28.4
2019-03-28,14:00:00,598.52,22.1,4.1,722,69.64,1,28.2
2019-03-28,15:00:00,613.7,22.3,4.1,387,73.04,2,27.6
2019-03-28,16:00:00,584.26,22.7,4.1,355,78.57,0,26.7
2019-03-28,17:00:00,575.28,23.0,4.1,145,86.53,0,25.4
2019-03-28,18:00:00,563.28,22.8,4.0,3,91.38,1,24.3
2019-03-28,19:00:00,547.93,22.7,3.9,0,93.17,3,23.9
2019-03-28,20:00:00,527.54,22.6,3.8,0,93.97,0,23.6
2019-03-28,21:00:00,558.7,22.4,3.7,0,93.31,1,23.5
2019-03-28,22:00:00,539.83,22.0,3.7,0,92.06,0,23.4
2019-03-28,23:00:00,537.16,21.6,3.6,0,91.54,1,23.1
2019-03-29,00:00:00,533.64,21.2,3.6,0,90.81,1,22.8
2019-03-29,01:00:00,462.39,20.8,3.6,0,90.22,0,22.5
2019-03-29,02:00:00,414.14,20.4,3.8,0,89.24,1,22.3
2019-03-29,03:00:00,358.66,20.2,3.9,0,88.82,1,22.1
2019-03-29,04:00:00,358.88,20.0,4.1,0,88.27,3,22.0
2019-03-29,05:00:00,349.36,19.8,4.2,0,88.12,3,21.9
2019-03-29,06:00:00,350.11,20.3,4.3,5,87.44,1,22.5
2019-03-29,07:00:00,357.25,20.5,4.3,159,82.51,1,23.7
2019-03-29,08:00:00,411.08,20.6,4.4,118,79.38,3,24.4
2019-03-29,09:00:00,454.78,20.8,4.4,363,79.21,3,24.6
2019-03-29,10:00:00,526.2,20.8,4.5,307,78.97,3,24.7
2019-03-29,11:00:00,584.49,20.6,4.5,274,79.13,3,24.5
2019-03-29,12:00:00,570.44,20.3,4.5,647,78.99,7,24.2
2019-03-29,13:00:00,606.96,20.0,4.6,212,79.68,3,23.7
2019-03-29,14:00:00,607.59,19.7,4.5,286,80.56,3,23.2
2019-03-29,15:00:00,581.34,19.4,4.5,77,81.75,3,22.7
2019-03-29,16:00:00,557.54,19.2,4.4,375,82.72,1,22.3
2019-03-29,17:00:00,550.79,19.1,4.2,64,84.62,3,21.8
2019-03-29,18:00:00,523.98,19.0,4.2,4,87.86,3,21.1
2019-03-29,19:00:00,503.46,18.9,4.2,0,87.85,3,21.0
2019-03-29,20:00:00,497.93,18.9,4.2,0,88.1,3,20.9
2019-03-29,21:00:00,472.27,18.8,4.3,0,88.3,4,20.8
2019-03-29,22:00:00,505.54,18.8,4.6,0,87.98,4,20.9
2019-03-29,23:00:00,502.71,19.1,4.8,0,89.79,4,20.8
2019-03-30,00:00:00,465.67,19.2,5.0,0,90.57,4,20.8
2019-03-30,01:00:00,406.84,19.1,4.9,0,90.19,4,20.8
2019-03-30,02:00:00,367.27,18.8,4.7,0,88.7,4,20.7
2019-03-30,03:00:00,343.26,18.1,4.6,0,87.49,7,20.2
2019-03-30,04:00:00,306.4,17.3,4.5,0,86.02,8,19.7
2019-03-30,05:00:00,318.13,17.0,4.4,0,85.98,7,19.4
2019-03-30,06:00:00,331.63,17.0,4.0,3,84.25,7,19.7
2019-03-30,07:00:00,313.58,17.0,3.4,9,80.76,7,20.4
2019-03-30,08:00:00,350.34,17.2,3.0,70,77.27,4,21.3
2019-03-30,09:00:00,371.33,17.4,2.7,394,74.88,6,22.1
2019-03-30,10:00:00,396.98,17.7,2.6,542,73.46,7,22.7
2019-03-30,11:00:00,412.63,18.0,2.5,580,73.01,6,23.1
2019-03-30,12:00:00,436.35,18.2,2.5,695,72.99,7,23.3
2019-03-30,13:00:00,429.98,18.3,2.5,486,73.56,7,23.3
2019-03-30,14:00:00,434.18,18.3,2.6,433,74.21,3,23.1
2019-03-30,15:00:00,440.84,18.1,2.6,275,75.38,7,22.7
2019-03-30,16:00:00,444.68,18.0,2.6,62,76.59,3,22.3
2019-03-30,17:00:00,428.28,17.9,2.7,28,78.59,3,21.8
2019-03-30,18:00:00,447.67,17.9,2.8,2,80.32,3,21.4
2019-03-30,19:00:00,424.6,17.8,2.9,0,80.54,3,21.3
2019-03-30,20:00:00,405.73,17.7,3.0,0,80.17,3,21.3
2019-03-30,21:00:00,432.77,17.7,3.1,0,79.84,7,21.3
2019-03-30,22:00:00,433.88,17.6,3.2,0,79.45,7,21.3
2019-03-30,23:00:00,444.39,17.5,3.2,0,78.9,7,21.3
2019-03-31,00:00:00,414.96,17.3,3.3,0,78.64,7,21.2
2019-03-31,01:00:00,378.27,17.2,3.4,0,78.53,7,21.1
2019-03-31,02:00:00,337.78,17.2,3.4,0,78.75,7,21.0
2019-03-31,03:00:00,300.83,17.1,3.4,0,79.48,8,20.8
2019-03-31,04:00:00,292.88,17.1,3.4,0,80.23,4,20.6
2019-03-31,05:00:00,290.87,17.0,3.4,0,81.01,3,20.4
2019-03-31,06:00:00,275.72,17.1,3.5,2,80.78,3,20.5
2019-03-31,07:00:00,296.75,17.0,3.4,15,79.57,4,20.7
2019-03-31,08:00:00,311.63,17.0,3.4,63,78.18,3,20.9
2019-03-31,09:00:00,311.07,17.0,3.4,578,76.8,8,21.2
2019-03-31,10:00:00,350.0,16.9,3.3,739,75.73,7,21.4
2019-03-31,11:00:00,345.62,16.9,3.4,314,75.01,3,21.5
2019-03-31,12:00:00,380.29,16.8,3.4,239,74.43,3,21.5
2019-03-31,13:00:00,398.13,16.6,3.4,188,74.15,3,21.4
2019-03-31,14:00:00,403.71,16.4,3.5,281,73.86,3,21.2
2019-03-31,15:00:00,402.14,16.1,3.5,270,74.28,3,20.8
2019-03-31,16:00:00,396.62,15.8,3.5,147,75.18,3,20.3
2019-03-31,17:00:00,413.63,15.5,3.6,33,76.9,3,19.7
2019-03-31,18:00:00,386.99,15.5,3.7,3,78.63,1,19.3
2019-03-31,19:00:00,392.78,15.5,3.9,0,79.51,3,19.1
2019-03-31,20:00:00,426.86,15.5,4.0,0,79.97,3,19.0
2019-03-31,21:00:00,427.83,15.5,4.1,0,80.61,3,18.9
2019-03-31,22:00:00,424.44,15.6,4.1,0,81.43,3,18.8
2019-03-31,23:00:00,428.22,15.6,4.1,0,81.84,3,18.8
2019-04-01,00:00:00,425.03,15.6,4.1,0,82.95,4,18.6
2019-04-01,01:00:00,372.93,15.5,3.9,0,83.94,4,18.3
