,GHI_MAE_TRAIN,GHI_MAPE_TRAIN,GHI_RMSE_TRAIN
1930,61.766,505494654768470.25,13116.1225
1931,61.4117,3273504529754795.5,11757.6932
1932,58.3801,3070632465356118.0,9182.0149
1933,84.637,1.2974953035639466e+16,17167.8394
1934,91.9922,1.0406087282917376e+16,21185.1834
1935,92.6216,3755248462768811.0,21038.5522
1936,90.6896,7350093497761792.0,20417.2847
1937,96.846,1.4665290386243584e+16,21887.6104
1938,99.0849,1.4935940613712554e+16,22827.2797
1939,100.2022,1.3504973474802346e+16,22927.6951
1940,104.0305,1.426346040430865e+16,24942.3396
1941,103.7407,1.5740599873306624e+16,24785.1691
1942,99.6365,9158185966720342.0,23878.9286
1943,94.9953,0.7526,24537.8471
1944,91.4431,0.711,23408.2979
1945,90.9503,0.7021,22984.7947
1946,89.2558,0.6845,21632.0213
1947,89.2817,0.6648,21731.1211
1948,88.6526,0.7235,20699.8511
1949,89.7992,0.8317,21238.5036
1950,96.734,1.024,23905.0885
1951,95.8121,0.9645,23923.1128
1952,87.8036,0.2667,22304.9993
1953,85.8464,4375931366582954.5,19627.7257
1954,80.1684,3259690841189034.5,18319.2027
1955,91.4567,1.8017399259966124e+16,22220.1186
1956,88.0292,6220131267685035.0,21874.552
1957,78.6757,0.2066,17409.383
1958,70.9609,0.1528,14972.0864
1959,66.2087,0.1632,11736.3643
1960,75.9255,0.2555,13726.7409
1961,85.8962,3366922215926442.5,16293.8007
1962,98.542,8349709197028011.0,19356.6154
1963,112.0054,1.2168786242524502e+16,24273.5528
1964,102.4154,1.3293789932858026e+16,20539.3128
1965,112.1865,1.662774827478767e+16,24138.9767
1966,97.8797,4560734145653419.0,19738.5475
1967,74.7596,0.3436,13460.0849
1968,76.5028,0.3734,13577.7141
1969,76.4899,0.4248,13107.0464
1970,83.9861,0.5529,15185.3217
1971,90.3369,0.6541,17119.2394
1972,98.7678,1767664836586155.2,20034.7153
1973,89.0509,2049658967468715.2,16571.1935
1974,60.9152,0.3539,9361.8186
1975,59.6961,0.316,9117.6109
1976,53.6575,504408520174250.9,7849.7456
1977,52.2796,1.8106068859792044e+16,7081.1383
1978,51.4891,2.3779931111205548e+16,7396.1295
1979,49.8757,2.242028763086848e+16,7140.8844
1980,57.382,1.2519914135530154e+16,9808.2653
1981,61.5996,1.192581135265519e+16,13760.783
1982,61.4869,1.5077326642129578e+16,13831.3291
1983,56.6668,1.0833932597592064e+16,11976.2896
1984,55.9611,8181901245633877.0,12527.658
1985,62.5576,1.0360133996161706e+16,13681.7415
1986,70.9653,2.5327273565487104e+16,15363.963
1987,74.0509,1.8142518815577428e+16,15471.683
1988,73.5177,1.5177207538253824e+16,16114.3025
1989,73.6772,2.4008517592197804e+16,17489.523
1990,85.6536,3.1341207792997716e+16,20663.0318
1991,91.0345,3.572474017795277e+16,22172.2366
1992,99.3204,4.5772277506463064e+16,24930.7544
1993,109.4867,6.077653458581367e+16,29027.4067
1994,138.8421,1.0920885785320926e+17,42275.0578
1995,168.6863,1.5229424318982826e+17,59726.8605
1996,168.1672,1.4961960957247488e+17,59604.8752
1997,168.2935,1.4655948673550474e+17,59902.3986
1998,188.2981,1.8475402403337558e+17,71779.9807
1999,200.2509,2.118331471579054e+17,79105.8892
2000,206.9612,2.2607720576328227e+17,85100.6462
2001,197.7869,1.9789426816957373e+17,78189.2141
2002,189.3029,1.7102188580123443e+17,71761.483
2003,178.8983,1.474719068811428e+17,65110.579
2004,160.8029,1.2995726790291182e+17,53683.5484
2005,129.0477,9.073906682464392e+16,34297.322
2006,109.9732,6.2651273493960024e+16,26245.5774
2007,105.5061,4.902874962757769e+16,24528.2204
2008,105.5687,4.515584733609984e+16,24355.3493
2009,126.4287,7.816515564444058e+16,31418.9378
2010,129.6106,6.773792021099315e+16,30794.4865
2011,124.4444,5.731186893582063e+16,29017.2448
2012,134.5675,6.2420420433455784e+16,34008.7833
2013,143.0973,6.875333825816166e+16,39333.4491
2014,140.2353,5.861869004503996e+16,37641.502
2015,138.0764,5.54759407838167e+16,36535.4158
2016,130.2037,4.575038247901594e+16,32653.2766
2017,124.6175,4.449175090285773e+16,29662.1112
2018,117.3263,4.713292529331951e+16,25947.9925
2019,112.9292,4.484516013932544e+16,24227.3722
2020,117.1772,4.755588651435076e+16,26264.9427
2021,101.9075,2.8877620815506092e+16,20240.0705
2022,86.3764,1.684629768564463e+16,15225.2214
2023,71.7591,2696356846108672.0,12303.7469
2024,62.7774,1707449931967146.8,10809.5923
2025,73.5237,1.1832063669829632e+16,11382.8499
2026,66.7627,1.1318714862054058e+16,9774.4169
2027,64.0479,1.4987581868823894e+16,9350.1193
2028,63.9313,2357344876888064.0,11554.4536
2029,75.5669,0.1679,17099.3472
2030,75.223,0.1948,15379.538
2031,62.0731,0.1428,12218.4843
2032,58.4728,0.1017,12613.3947
2033,72.0863,0.2189,16699.1862
2034,72.8138,899702814583466.9,17279.0809
2035,78.7495,9154879557730304.0,17311.4205
2036,76.7115,4998667622678528.0,18602.9761
2037,80.5476,6937628460974080.0,19386.2478
2038,91.0964,1.0758433514979328e+16,20392.1586
2039,90.8675,9706747779700054.0,20103.69
2040,88.9149,7610253267610283.0,19848.0686
2041,84.1308,1509833296926037.2,18959.212
2042,82.572,3028781946109952.0,18736.9687
2043,79.966,5154719890669568.0,17791.0297
2044,76.2457,2514121920610304.5,16643.568
2045,83.8828,1.2449062923359574e+16,16768.5661
2046,84.9417,1.1788605759072938e+16,17752.528
2047,83.5414,4504345877938176.0,17816.596
2048,85.2066,1.2207954912608256e+16,17602.5232
2049,91.8995,2.3413245057084076e+16,19119.7969
2050,90.008,2.916279572758528e+16,17368.1287
2051,86.1501,2.4146191605650772e+16,16941.7831
2052,82.1568,1.1805039019775318e+16,17275.4837
2053,67.3624,3434230437991765.5,11694.6731
2054,65.3277,2218848824590336.5,10391.495
2055,69.0574,0.244,11785.5949
2056,73.1249,0.199,14526.7427
2057,77.6692,0.1484,16391.5155
2058,78.084,6633614211721899.0,16254.608
2059,87.595,1.206402912686353e+16,18352.9722
2060,81.5656,7761993030522197.0,17556.2274
2061,87.9128,9418329988355414.0,19515.0132
2062,103.222,1.267178561077248e+16,25100.1593
2063,101.6723,8803076639031296.0,24769.9156
2064,95.307,1450292523215531.0,23049.5541
2065,88.5038,0.2035,20636.7025
2066,84.344,0.1594,18902.9023
2067,80.6484,0.1418,17419.0633
2068,78.3528,0.1412,16505.7378
2069,76.7012,0.1384,15991.454
2070,74.8217,0.1385,15228.8816
2071,75.7829,0.1251,15893.7516
2072,77.0615,0.1433,16311.0753
2073,76.9596,0.156,16202.2082
2074,77.2402,6023500506595328.0,15087.0769
2075,67.3048,1.1114170623721472e+16,12449.5656
2076,57.9557,0.1623,10667.4074
2077,51.8061,0.1205,9538.8042
2078,54.1713,0.1318,10382.1653
2079,57.8662,0.1543,11613.4305
2080,57.5459,0.1815,11382.3502
2081,63.1471,7907583116094123.0,10589.1082
2082,60.7848,7176523131912192.0,10411.0441
2083,55.7126,6792948192641024.0,9206.5819
2084,52.8544,3727707342897152.0,9226.5039
2085,50.595,840025451965098.6,9051.8883
2086,55.9666,0.1735,9816.6154
2087,64.1413,0.2196,12421.3509
2088,57.9053,0.1793,10775.5931
2089,56.5386,0.1699,10697.645
2090,62.8468,0.2145,12006.4253
2091,68.2029,0.2129,14914.4814
2092,73.1385,0.257,17441.586
2093,86.462,1.0165717290713088e+16,18814.3693
2094,99.4635,2.1303806587305984e+16,21519.9046
2095,95.2973,2.4725631370177196e+16,19953.5105
2096,102.2525,3.0061224144841388e+16,21534.7236
2097,108.0833,3.342924095107891e+16,24982.1392
2098,110.3463,3.1443602318731948e+16,28058.9266
2099,97.1779,7859329874351445.0,21741.2313
2100,100.0432,1.5402943861052758e+16,24263.1521
2101,96.8811,1.1356748944943786e+16,23982.2169
2102,101.6453,7724575991267328.0,26664.6684
2103,105.3167,1844082863243264.0,27971.3873
2104,98.6095,7106535923995989.0,25073.6254
2105,100.8046,1.1563341166848682e+16,25520.1903
2106,101.9804,1.3128153087432022e+16,25840.8166
2107,95.3896,1.0262683335699114e+16,25246.9938
2108,93.1349,1.0548572822962176e+16,24638.8778
2109,90.5679,3206026298567338.5,23069.5957
2110,92.0952,0.1887,24216.1078
2111,91.7779,0.2119,23699.2939
2112,92.779,0.2007,24215.6466
2113,95.6975,0.2024,25030.8294
2114,98.4878,0.2272,25699.4431
2115,101.1265,0.237,27116.4713
2116,98.8547,1709592941690880.0,26333.3284
2117,105.5776,9412346383084202.0,27972.1569
2118,97.6003,6878764502526635.0,24706.3326
2119,97.5339,6067405809778688.0,24941.8337
2120,99.7792,4590186883885739.0,26144.9674
2121,98.8082,5029423883485184.0,25750.672
2122,87.4613,0.1758,22584.9132
2123,91.8767,1531711144503978.8,23579.3998
2124,91.1734,6972228001682773.0,23123.0372
2125,111.8136,6233002568843264.0,30716.1485
2126,115.8927,2274485115114837.5,34316.5503
2127,108.165,0.1957,30430.6754
2128,114.4635,2558637646020608.0,30972.4635
2129,114.8376,5531316939740501.0,31266.1653
2130,111.509,3552103667946837.5,31632.6005
2131,113.6749,3883705923796992.0,32262.6061
2132,111.4683,3709734962768554.5,31920.4923
2133,116.451,2455353883099136.0,34691.0396
2134,131.1206,5424522577925461.0,40103.8171
2135,135.7899,6700367309264213.0,43033.4159
2136,134.1757,5576719754854400.0,42867.499
2137,130.9888,2132154014935722.8,41387.2157
2138,129.5341,6507102370878805.0,40115.6236
2139,124.8392,1.1969885591218858e+16,36960.6296
2140,128.4186,1.3784237975011328e+16,38272.1746
2141,139.9712,2.0725927327563776e+16,44620.9894
2142,138.2417,1.7698270304971434e+16,43720.1255
2143,135.0382,1.2927794294729386e+16,42618.1839
2144,140.0266,2.2763990957075116e+16,44849.3749
2145,137.6095,2.1701147355338068e+16,42853.3363
2146,130.3697,2.2597528404186452e+16,38444.7972
2147,125.9917,2.0092717435802964e+16,35883.1057
2148,116.1335,3676900385183061.5,32853.1187
2149,115.5503,0.2002,33470.4842
2150,115.4178,0.2155,33303.8013
2151,106.7774,0.1732,28723.4131
2152,104.5281,0.1833,25774.4866
2153,111.1673,0.2091,28739.0552
2154,115.0711,1867162227922261.2,31943.0565
2155,112.9032,29748168228864.188,32323.6564
2156,111.9004,631399742002517.5,32657.0011
2157,117.4121,0.1781,35519.2961
2158,131.7566,2174997208498176.0,41134.9434
2159,134.4036,2278896583398741.5,43530.8044
