,GHI_MAE_TRAIN,GHI_MAPE_TRAIN,GHI_RMSE_TRAIN
631,110.1439,1.4997,33575.6661
632,110.6088,1.6148,33560.614
633,93.9765,1.127,25878.0692
634,80.3214,7675535338853717.0,17685.26
635,67.6362,4921579044252331.0,11932.2852
636,70.0635,9281807294573226.0,11645.2279
637,74.5615,0.6176,14487.2387
638,70.3697,6076897687502848.0,13018.5747
639,56.1623,8326991683343701.0,8106.9013
640,56.336,1.4317500935525718e+16,6976.5216
641,50.8928,1.3222302707613696e+16,5715.1528
642,43.2076,3197570939617280.0,4154.9147
643,44.9846,6080355136176128.0,4841.4258
644,41.5961,2.8717294607663104e+16,3522.8727
645,43.5024,3.3964535520602796e+16,3687.3546
646,42.7333,1.7587885350496938e+16,4021.8162
647,41.9387,1.4811692757505366e+16,4055.2907
648,39.3061,1.2410449019884886e+16,3632.1622
649,37.0621,6609726229970944.0,3476.2571
650,35.5825,1.6376625831957846e+16,3033.3968
651,36.2455,2.4670971468884652e+16,3080.3057
652,40.2099,3.788280125666099e+16,3315.8616
653,48.3639,5.4595451729128104e+16,4260.4602
654,36.5283,6.3422709212992856e+16,2258.2639
655,41.3147,8.551967796931243e+16,2391.1423
656,35.2905,6.341790462098364e+16,2391.5238
657,32.0583,4.837873710792704e+16,2458.2688
658,42.1137,3.680502824793975e+16,3976.4897
659,55.2624,2.622928510394914e+16,8898.2213
660,63.7522,1.0018374858484394e+16,16866.3227
661,76.0593,1.0331286848318122e+16,22621.0861
662,73.0134,5996549944726869.0,21277.1805
663,79.7503,1988034955662677.2,22440.0627
664,85.6903,4323860614742016.0,22590.5911
665,85.4737,0.4364,22820.9592
666,82.5352,0.437,21522.3884
667,83.8091,8435647913481557.0,21334.9681
668,83.3458,1.144935989309167e+16,20506.9413
669,73.9593,0.4897,19089.8788
670,79.4132,3070420938216790.0,17704.553
671,82.6608,0.5329,18036.006
672,76.9692,0.5067,17158.058
673,73.6551,0.4566,16843.7776
674,74.9931,0.4387,17801.0942
675,78.5474,0.4744,18887.0843
676,77.7629,0.5207,17602.554
677,84.3029,0.5507,17933.3012
678,106.4824,1.9055933805385044e+16,22337.5388
679,103.9627,2.0381167439402324e+16,22909.1867
680,98.843,1.948187716537549e+16,26332.9626
681,118.6133,2.7509210412133036e+16,35925.2291
682,118.1321,1.9575296999030784e+16,35793.1936
683,106.0848,9172035804594176.0,29647.8235
684,97.4297,1218267115596459.2,25018.4659
685,93.9203,5477233279893504.0,21682.552
686,93.4306,1.1427595862147072e+16,20456.615
687,85.7399,0.361,18976.2065
688,74.6844,8461056224176811.0,14666.4757
689,65.9972,1.3605441349790378e+16,11450.1741
690,63.5105,2.6985212232947028e+16,9675.8568
691,62.9718,4.178653210756164e+16,10020.6331
692,53.1766,2.8496143072974164e+16,7857.5674
693,48.2243,2.1310485261451264e+16,7053.9864
694,52.8976,2.2711948838349484e+16,6922.3184
695,52.5397,1.2126639728448854e+16,7656.311
696,52.7192,6399745368347989.0,7905.755
697,48.8156,0.173,7842.4765
698,48.3505,0.1391,8430.2755
699,54.2011,0.1788,9704.9415
700,54.4013,0.1846,9136.2613
701,57.985,0.2012,10317.6509
702,62.0592,694363425690965.6,11700.1956
703,68.8401,0.2771,12662.9373
704,65.8968,0.2899,10951.2668
705,65.5109,0.3255,12381.8914
706,65.697,0.2991,12521.1543
707,71.2402,0.3809,13852.0172
708,69.1633,0.3292,13506.5102
709,67.0784,0.3269,12699.8858
710,65.8645,0.3183,13169.0738
711,60.9776,0.3176,11223.9148
712,65.0791,0.3056,13615.8608
713,65.2742,0.3741,11434.4704
714,60.8163,1071738937584299.0,10416.2471
715,66.1126,1.1208944803730774e+16,11193.2715
716,61.0854,1.6110921975158102e+16,8447.2183
717,61.3655,1.866265510333645e+16,8443.3992
718,59.3981,1.506397215715055e+16,7967.1994
719,59.5845,6911988222044843.0,8913.338
720,57.5017,0.3706,9327.194
721,52.454,0.344,7855.9269
722,49.6306,0.3261,7342.0814
723,54.0281,0.3906,7808.7919
724,50.4231,0.4798,7394.2919
725,50.5015,0.4824,7330.2665
726,48.4037,0.7763,6748.362
727,55.0166,0.9689,7870.6745
728,56.6108,1.2469,8507.6687
729,52.5217,1.3517,7928.0249
730,53.5678,1.37,9503.7733
731,64.4944,4759549613441025.0,13358.3747
732,85.7428,1.1610076137652226e+16,20923.1975
733,100.5807,1.3474152789486254e+16,28990.6706
734,99.4492,8830285972679339.0,28573.047
735,108.0679,8660819448081067.0,29945.3455
736,120.1594,1.0066222941645484e+16,33835.285
737,104.5253,4871411320837463.0,29297.2907
738,112.6103,1.0971403763318786e+16,33526.0139
739,119.2187,1.6063409615273984e+16,36903.8297
740,107.9386,9202827140967082.0,31130.5494
741,104.2709,4116055780403884.0,26757.7505
742,101.7399,0.8351,26118.6753
743,100.7693,0.7245,28159.8787
744,93.8125,0.5619,26629.4525
745,93.132,0.6578,24595.1061
746,91.3313,0.5756,22035.2081
747,94.5855,0.6813,22992.2105
748,90.043,0.6955,20524.5293
749,84.239,0.7925,17576.1155
750,80.4821,1643297079208619.8,16779.0584
751,76.1903,4965177257274027.0,15514.2971
752,73.9542,0.3449,15910.2044
753,88.7299,0.5035,21515.8502
754,91.8478,0.7026,23128.1562
755,81.4975,758455075165525.9,19680.3613
756,76.3449,0.6974,16960.9743
757,70.2232,671790867152896.6,12710.9252
758,80.3166,0.8375,17041.0915
759,65.47,0.6826,14493.1438
760,68.2198,0.6922,17237.8642
761,68.5329,0.6645,16199.2774
762,66.8319,2382506226963797.5,16154.1015
763,65.7927,4159380189260459.0,16087.6918
764,64.7463,8541156648419328.0,14677.043
765,71.4565,1.233652046364672e+16,15597.4519
766,80.4229,1.3513992906123946e+16,18667.3715
767,80.0938,6149536321896448.0,20003.7296
768,83.1212,1.2708732351108438e+16,20490.704
769,79.5673,6512566285107200.0,19222.9059
770,68.7679,1334652944689835.2,16279.045
771,63.9015,792744215008597.9,14735.86
772,61.6217,0.5928,12645.08
773,62.9491,6365447907005781.0,11674.8323
774,63.2663,0.4989,12743.0808
775,69.2157,2231467796419925.5,14968.5963
776,61.5476,0.5278,14759.5806
777,63.8577,0.6145,12459.1861
778,60.1197,0.5675,10122.4622
779,64.4364,6537693275444565.0,10902.3291
780,73.1144,9953531231819094.0,12273.1571
781,72.3187,3.605888433861427e+16,9865.2032
782,61.4962,2.6553798337320276e+16,7959.4996
783,74.0439,9501380876173312.0,15502.9083
784,87.9641,4041300442961237.5,19151.8755
785,96.266,3028553597015382.0,21847.7532
786,98.9047,8423196087462571.0,21928.6554
787,95.5811,1.1573392106149206e+16,21077.8487
788,91.4728,1.0223272715791018e+16,19414.5126
789,86.5285,1.042640605736687e+16,17349.6975
790,84.7972,8277142861250560.0,17093.2567
791,95.9463,7664188035257685.0,21332.0617
792,105.4088,5842078940528641.0,25589.474
793,106.7369,2775326083339606.0,27092.8416
794,105.0771,9473662767857664.0,25642.7048
795,100.8557,7425605465276416.0,24027.8942
796,95.4924,3730719529850197.5,22239.5676
797,97.3456,7196295371773269.0,22375.5768
798,99.3986,8194224938461867.0,23465.6882
799,96.8066,1594215266691755.0,22567.5861
800,106.904,0.8174,27916.7774
801,109.4768,0.7693,29510.4258
802,111.9776,1417997411418112.5,30225.7385
803,120.5054,3765675569621674.5,35973.8112
804,118.934,7977299025242795.0,33809.7611
805,114.9496,4042336603821397.5,33315.0124
806,116.0585,0.1987,35390.7569
807,118.1689,0.2398,36200.8621
808,129.6644,0.2662,41319.6565
809,121.0258,0.2445,37113.0779
810,120.3714,0.2565,37707.0393
811,121.313,1797754124763136.0,38574.2979
812,133.2098,4438278140854272.0,45928.1008
813,136.7409,5848686389799595.0,50093.0763
814,134.5107,1.0912126056355158e+16,48260.0698
815,125.7971,6918428525505195.0,42413.6463
816,119.188,2357013448578389.5,39257.9823
817,119.73,0.2426,39185.9221
818,124.7243,499796530604714.9,43873.9363
819,127.3354,5594092539652779.0,44720.046
820,127.0768,2401312099183274.5,45084.2406
821,132.4148,7226242389158571.0,49462.4555
822,140.4128,1.5323368138648234e+16,53676.885
823,135.3862,1.9614956190171136e+16,50046.4145
824,125.6289,1.0105025107853312e+16,43530.1027
825,116.3722,0.2378,36388.6078
826,114.8304,0.2801,33286.9673
827,119.8844,696332444499968.2,34897.1061
828,113.5515,0.2932,33298.1826
829,99.4356,0.2513,25048.6237
830,87.4282,0.2562,18633.4198
831,84.1642,0.2129,17054.1674
832,81.7514,0.2566,16558.9201
833,83.332,0.2795,17449.3344
834,83.8339,7206133352278699.0,17433.9012
835,83.327,1.0707654832466602e+16,17812.0153
836,84.7945,1.4936100959158272e+16,19217.5536
837,84.1568,1.5569381002051584e+16,20153.964
838,81.7177,1.7321113478496256e+16,19722.8602
839,76.3247,8388221452943360.0,17102.4046
840,74.6443,9552020867033770.0,15504.6457
841,72.4462,1488107473294677.8,14349.256
842,75.5788,0.3177,15268.359
843,77.7045,0.3469,15309.9326
844,78.9266,167875306323968.34,15774.3886
845,75.4482,1.2595429682184192e+16,15390.3029
846,78.5128,1.8861761197244416e+16,15291.696
847,72.9764,1.7799076050720086e+16,13899.9076
848,76.6321,3859839864274944.0,14783.4745
849,83.3678,0.4055,16912.6451
850,90.9966,0.6545,18581.1302
851,90.1701,0.8072,17943.7612
852,76.6826,0.5621,13957.1206
853,71.2914,0.3661,12528.3454
854,68.0551,0.2725,12324.44
855,56.9914,52494801567744.195,9539.3444
856,61.9182,0.1885,11258.5282
857,67.0443,0.1879,12787.181
858,71.1922,3980419281540437.5,14202.687
859,73.033,5530095021544789.0,15709.6935
860,77.4551,1.014630976515823e+16,17544.9124
861,77.5055,1.259383195435008e+16,16406.3668
862,76.2036,1.5523522204576426e+16,14328.3307
863,65.6245,7820296495737515.0,11333.5498
864,59.4273,1661360637913770.8,9753.1421
865,58.0406,0.177,9366.5868
866,58.2292,0.1759,8990.7444
867,56.5456,0.1556,8566.3418
868,54.683,0.1694,8134.1839
869,54.1134,6793114980537685.0,7352.5033
870,55.3076,4487866804251306.5,7927.7433
871,56.4017,0.2724,8412.1737
872,55.9404,0.2547,8053.9172
873,50.3474,0.2374,7096.3849
874,41.4746,0.2462,5355.7324
875,37.1671,0.3514,4926.0187
876,31.3223,0.2904,3015.7662
877,31.7529,0.1413,3028.8155
878,34.566,0.1602,3751.5861
879,40.0955,0.1968,4759.7917
880,43.5812,0.1957,5585.1274
881,34.3327,0.1048,5213.5887
882,43.8734,0.1822,7183.6307
883,48.5043,0.1563,8243.1144
884,48.9688,3985580400574464.0,8204.7901
885,48.1453,4191013339223381.5,7723.1589
886,48.4624,2580895598204245.5,7293.1791
887,46.8694,0.2223,6796.5153
888,39.6877,0.1614,5406.7655
889,34.7386,0.1522,4786.3992
890,29.7726,0.113,4108.75
891,29.446,0.1214,3564.3512
892,33.8627,0.1655,3702.036
893,58.9878,8101711342906027.0,7391.1033
894,60.1525,7729975480986283.0,8107.6076
895,47.3732,0.1625,6037.0587
896,39.8607,0.1228,5149.9731
897,34.4927,0.1,4587.3579
898,37.2931,0.0955,4869.1107
899,36.8611,2980980033847296.0,4145.686
900,41.5212,0.1003,4606.8233
901,41.4741,0.1233,4774.8286
902,46.3661,0.1725,5512.2841
903,42.8824,0.1628,4511.3717
904,49.9508,2060456515250858.8,5891.0226
905,58.4784,4570172694200320.0,7605.0719
906,60.7141,5805770718664021.0,8583.8707
907,58.2736,5648206980098731.0,8274.1551
908,60.3295,6050718430177963.0,8844.4984
909,70.5985,1.2723189211026774e+16,11780.4888
910,65.8623,4855703551694165.0,10562.9762
911,58.6834,0.4193,8868.3179
912,52.7815,0.3365,7621.1847
913,45.1326,0.2244,5733.7283
914,44.7161,0.234,4780.69
915,41.4316,0.1903,4324.5195
916,42.5308,0.2632,4367.9754
917,41.1161,0.2405,4109.5152
918,41.5696,0.1987,4344.4479
919,45.3453,0.3281,5004.6593
920,46.4137,0.3693,5577.4771
921,55.1493,0.4348,7233.9063
922,57.2039,0.5056,8307.4658
923,61.6659,5465646173956779.0,9059.492
924,63.1098,3037190060419754.5,9487.0397
925,64.9102,1.0579040605132118e+16,10183.3569
926,68.9435,1.2336022247440384e+16,12823.1211
927,72.8103,8763778404100779.0,13314.7524
928,74.9097,914290715743574.0,14150.2069
929,80.5292,0.6164,15745.0872
930,89.4233,1.0049,18666.8333
931,106.0186,2752229896705366.5,24700.0187
932,115.6257,1807115900769623.0,28990.9706
933,111.352,555098618986497.56,27732.7135
934,105.4123,1.1974,25739.4587
935,102.4277,1.0412,24850.9944
936,99.9049,750776747382102.4,24022.116
937,103.1259,1.0074,24966.4822
938,104.9732,1.0644,25499.8318
939,103.4483,1.1615,24591.6721
940,101.7274,1.402,23479.2584
941,95.5502,1.2625,21021.8352
942,93.5612,1213535314335062.2,20892.9329
943,97.826,2332976127235414.5,22294.7921
944,95.9879,2.0667,20732.0997
945,87.5594,2.0936,16493.3596
946,67.8607,1.976,10426.4818
947,60.6216,5758007819020973.0,8054.0065
948,55.3998,3919240156763479.0,6853.009
949,57.8281,1.1255194085315928e+16,8064.4784
950,55.9791,9798399205310466.0,7666.8281
951,50.1184,1.2129548047657642e+16,6320.4287
952,62.3858,1.306099483130812e+16,8839.9126
953,69.5455,7191883836380504.0,10656.4447
954,74.4444,1.0698424589833558e+16,12320.2346
955,82.514,1.5094832928828074e+16,14958.1377
956,80.1877,2.117506816383386e+16,14234.1253
957,73.5446,2.5321921723061588e+16,12131.6548
958,71.2207,2.813077736338227e+16,12075.8059
959,77.0824,2.3389830684955988e+16,13695.2639
960,76.887,1.9615696535158788e+16,14170.6096
961,75.6152,1.419959406166016e+16,13699.622
962,75.4832,1.1007546628942508e+16,12982.443
963,76.8733,5805587108812119.0,13531.2874
964,81.5303,4424506372958893.0,15109.542
965,84.954,3714003623389869.5,16455.0114
966,86.6506,6555283314005335.0,17363.1311
967,85.5248,9097795863227052.0,17812.0228
968,83.2977,1.2722250044844714e+16,16573.5222
969,74.1723,9473778776713898.0,13563.4294
970,72.0212,1.2979081930866688e+16,12637.5311
971,70.0124,1.733453883043567e+16,11750.4662
972,66.2536,1.7045934923841536e+16,12471.6994
973,65.2986,7184047914614784.0,12221.5297
974,63.7861,1.0735,12117.5692
975,62.5311,1.076,13166.4233
976,57.5726,0.5854,11734.0881
977,57.661,0.6748,11314.8968
978,53.9273,3715801335638699.0,8306.5982
979,52.0738,5243421344836267.0,6746.4868
980,46.6356,1.4530255898629462e+16,5098.4275
981,48.5986,2.273998853234142e+16,5368.5668
982,54.3071,2.7856807842021376e+16,6192.0801
983,58.0915,2.7190190978804396e+16,6860.3177
984,57.3106,2.6213982493387436e+16,7060.2799
985,52.4344,2.1772961971175424e+16,6118.4915
986,47.2038,1.6998850629031254e+16,5333.911
987,45.6489,1.086153492074769e+16,4922.6151
988,46.9597,9540420160367274.0,5228.7807
989,47.4352,1.3163606610804736e+16,6197.7687
990,61.1727,2.7364594210395476e+16,9658.1982
991,74.0895,3.68162492079145e+16,13173.4802
992,76.3157,3.5033564333823316e+16,14853.6725
993,63.5274,2.8702196992311296e+16,10984.7702
994,62.2332,1.87438815248384e+16,11350.475
995,66.7051,1.251398851231744e+16,12938.5709
996,75.4788,6763279274388140.0,16055.7807
997,83.1992,8502549187395584.0,19880.9783
998,89.3438,6096496339102380.0,22896.7436
999,92.6034,4548154186443436.0,23387.1106
1000,87.6553,2531223406641153.0,21647.2817
1001,85.6506,1.1808,20462.9837
1002,87.5312,1.4331,19912.909
1003,83.7557,6100833540243457.0,17946.2907
1004,77.7456,1.3047863147757568e+16,15495.2724
1005,76.6219,1.5932053767148886e+16,14904.0205
1006,72.4754,1.1257486524110166e+16,13149.1321
1007,63.3235,6587791205640876.0,10692.0989
1008,66.7279,7694038057964885.0,12129.8514
1009,73.5081,1.3705,14366.162
1010,82.0804,1.4536,17943.2635
1011,90.9758,1.3431,21029.3335
1012,92.4641,1.0965844643981996e+16,21004.0282
1013,88.7041,1.4577972269460138e+16,19286.8802
1014,86.6146,2.3224258040343212e+16,18044.3323
1015,79.9753,1.9157141488489812e+16,15312.9226
1016,71.7102,1.22844654600192e+16,12865.4724
1017,72.38,6753901929125207.0,12791.3937
1018,68.3854,4788105777250305.0,12325.9572
1019,65.821,4618489823581527.0,11846.195
1020,61.0473,7204594680244908.0,9907.009
1021,53.7947,1.0966712585289728e+16,7289.4832
1022,49.3986,2309016473217707.5,6371.7333
1023,50.0766,1.1951,6697.2276
1024,50.5295,1.0658,6836.2712
1025,52.8927,1.2384,7173.5291
1026,54.1739,4732934416935596.0,7207.2602
1027,53.2552,8208327463578283.0,6650.5765
1028,54.0503,9036731091954348.0,6718.4128
1029,51.8971,9296915915778734.0,6306.1303
1030,51.6867,6621009198536023.0,6523.1302
1031,58.01,5975372892646059.0,9315.0189
1032,61.6392,1.076,11610.3621
1033,67.7756,1.3366,13324.5779
1034,74.0469,1.4787,14590.7709
1035,73.4706,1.1427,15820.8598
1036,75.6029,1.4298,16292.2889
1037,73.4552,1.4272,15421.7865
1038,75.9121,7851550256922626.0,16105.2903
1039,88.8728,2.0409230755714388e+16,21876.5251
1040,79.1677,2.412097155768866e+16,19440.4122
1041,62.4227,2.3499186994763092e+16,10364.2589
1042,67.3284,4.047762722337587e+16,11240.7107
1043,71.1999,3.955517705403324e+16,13165.6724
1044,74.6919,3.5673608234379948e+16,16442.2608
1045,84.3362,2.5252532231427412e+16,23575.5897
1046,100.7333,2.230562488896717e+16,32471.0662
1047,102.1248,1.5922314212977322e+16,32797.3192
1048,106.9206,7638358817767424.0,34020.044
1049,113.5973,0.2921,35221.787
1050,114.8934,0.4788,34439.5296
1051,113.0197,6934530357897899.0,34092.2829
1052,115.1477,1.1550756912671402e+16,33464.7258
1053,115.9678,5247596053047979.0,34247.4957
1054,109.7568,0.1626,31821.0498
1055,108.648,0.1782,29948.1768
1056,105.5943,0.2114,26033.7058
1057,100.9267,0.1971,24433.2954
1058,99.6793,0.1987,23704.0406
1059,99.768,0.1903,24146.5452
1060,101.5373,0.1866,24748.3916
1061,107.1979,215443411304448.16,29621.1585
1062,121.927,4518323133175125.0,37383.232
1063,140.2132,1.4291131446941014e+16,48166.4337
1064,129.867,0.2449,41569.3229
1065,119.9831,0.1989,35901.0709
1066,114.1795,0.1915,32754.0267
1067,110.9422,0.1711,32309.8334
1068,96.7776,0.1646,25000.2832
1069,97.4127,0.1769,23243.5167
1070,101.4994,0.1959,24507.2402
1071,105.4382,0.2103,26582.4297
1072,98.6864,0.197,23673.8925
1073,89.7321,0.1812,19123.3598
1074,78.1516,0.1465,15064.323
1075,64.7607,266871551033344.1,11140.4661
1076,48.9583,4102714180326741.5,6932.8266
1077,48.9752,0.136,5586.1671
1078,44.7579,0.1309,4664.0964
1079,37.9704,0.084,3430.8028
1080,45.7402,0.1481,4812.7261
1081,60.9424,0.1596,7907.6735
1082,67.9565,0.1649,10033.5576
1083,70.984,0.1729,10646.1831
1084,65.647,0.1449,9473.351
1085,66.814,0.147,10306.0316
1086,76.3527,0.1505,14754.7386
1087,83.0084,0.1877,17997.8901
1088,75.1055,0.1631,15022.0339
1089,68.2062,0.1216,11633.4442
1090,67.7109,0.1351,11732.5416
1091,67.7431,0.1208,12068.6201
1092,75.3716,0.1498,15032.8364
1093,78.5958,0.1719,15875.5817
1094,78.5689,0.1741,16521.4726
1095,76.9301,0.1772,14359.4297
1096,100.9535,0.2161,24993.9061
1097,84.7857,0.1796,19007.0329
1098,58.0063,0.1328,9265.5475
1099,64.1181,9867951503048704.0,11386.0597
1100,61.6551,8298283406109355.0,10674.7611
1101,63.4292,3540662948812117.5,11009.7222
1102,61.8389,587645746937856.1,10224.2169
1103,55.209,0.1539,8181.2847
1104,39.6377,0.1134,4433.9977
1105,32.926,0.1213,2820.1869
1106,34.3231,0.1388,2689.6358
1107,34.8944,0.1166,2959.4422
1108,37.6737,0.1264,3606.5602
1109,43.2691,0.1211,5386.532
1110,55.0633,1285224492520789.5,7973.7467
1111,54.1204,0.1513,8285.1712
1112,51.1848,0.1223,7554.3086
1113,58.4583,0.1344,9364.5345
1114,64.1863,0.1525,10881.1907
1115,47.7513,0.1111,6955.3024
1116,45.0793,0.1166,6239.039
1117,60.8636,0.1591,11392.7925
1118,57.583,0.1555,9587.1444
1119,61.0664,0.1771,10766.0853
1120,52.2022,0.1523,8792.5379
1121,51.5955,0.1397,8671.5079
1122,57.6241,8551009303396352.0,8707.4343
1123,56.6149,1.0999713324422486e+16,8046.8519
1124,59.6342,1.4374714373832704e+16,8600.5875
1125,60.6107,1.11418967851008e+16,9074.1535
1126,60.7724,1.164594054622959e+16,9939.4955
1127,63.66,7557350723769685.0,10836.5795
1128,63.923,1.2331528279993002e+16,10026.2548
1129,65.7864,3063179981269674.5,9889.3463
1130,60.9466,0.2135,8842.343
1131,63.5211,1.1758555304558592e+16,8798.5762
1132,68.1036,1.7298411713025366e+16,10083.4094
1133,86.635,3.4941593246324052e+16,15534.7945
1134,94.4046,4.362789554067866e+16,17729.8622
1135,71.5292,2.0878819573366784e+16,11127.3495
1136,55.3158,7906467856252928.0,7113.832
1137,59.2294,2005118188082517.2,8009.1924
1138,59.9848,3081580336993621.5,8920.948
1139,62.8196,366864832135168.2,10456.4724
1140,60.239,0.1843,9460.767
1141,62.7408,0.1627,11144.7216
1142,79.1894,0.1821,19766.3861
1143,90.5197,1711176174010368.0,24928.4896
1144,101.6987,0.2117,28403.6757
1145,109.8719,0.2121,31564.2449
1146,114.3701,4266866756638037.5,34476.1342
1147,124.5517,8116225469054976.0,38444.3712
1148,134.7523,1.5591849944503638e+16,43520.682
1149,135.8586,1.3575416665079808e+16,44067.9762
1150,134.6651,1.2341834769847638e+16,43571.8361
1151,129.899,8500536279389525.0,41607.1723
1152,121.6434,9626450502789802.0,36701.6091
1153,110.7445,3048380239795541.5,31862.5189
1154,103.3055,2816251752961365.5,28461.7342
1155,105.2437,7854417147592704.0,29094.918
1156,110.2181,1.299908359356416e+16,31838.7894
1157,119.244,1.9825616282976256e+16,35778.7305
1158,118.093,1.5442620768933206e+16,34756.7668
1159,106.7512,6953203444045141.0,30247.7154
1160,98.1572,1975159717451093.2,26365.914
1161,106.4547,4819495545733120.0,29817.8125
1162,85.2868,0.1471,20064.9886
1163,85.9928,0.1415,20293.5663
1164,87.4292,0.1538,19411.1849
1165,86.9913,0.1679,18388.2455
1166,81.3813,0.175,16027.1974
1167,81.8404,0.1749,16439.6394
1168,80.0672,0.1779,16679.793
1169,84.8869,0.1784,18887.3332
1170,91.7327,0.1735,22245.8531
1171,98.76,525450012349781.4,25779.415
1172,111.1647,8326429042627925.0,30466.4652
1173,115.9702,9483078051998378.0,32171.652
1174,118.0806,8409510174173867.0,32851.5701
1175,123.9042,9651976209257814.0,35454.9495
1176,120.7439,1.5146014622438742e+16,32763.1419
1177,112.3935,9732959249279658.0,28159.6493
1178,103.2197,6071821036158976.0,24411.6935
1179,103.536,8493199043592192.0,24847.5908
1180,109.5002,9538576187741526.0,27415.7601
1181,122.5353,1.4711925141143552e+16,33259.9984
1182,123.4404,1.1474329401294848e+16,33699.1182
1183,111.111,9927605735478614.0,28175.7131
1184,94.4993,0.1814,22334.8331
1185,98.2847,0.1815,24474.5342
1186,108.0781,1956942971579050.8,28662.3667
1187,105.9267,6956903558370645.0,27517.9908
1188,90.7329,0.1674,21144.3756
1189,94.9198,1350107042327210.8,21811.2111
1190,102.1324,0.2003,24885.8792
1191,105.0228,0.2089,25916.747
1192,126.02,0.2546,34046.1215
1193,128.3864,0.2464,35906.4754
1194,128.6183,0.2397,37434.0226
1195,126.8658,1741906128142336.0,36981.9019
1196,133.7002,525315660404053.6,41835.5086
1197,137.8177,113169200578560.25,45271.5441
1198,137.9616,0.2443,45642.4283
1199,133.1583,0.2424,41691.7473
1200,121.7632,0.2468,33045.4725
1201,110.0036,0.2206,27077.5369
1202,99.5028,0.1875,22416.2078
1203,97.2406,0.2062,21482.0508
1204,99.131,0.2204,22071.6283
1205,101.1977,0.2219,22796.358
1206,98.7128,0.1748,22445.8057
1207,98.0424,0.3377,21533.9594
1208,96.6611,0.3842,20419.5092
1209,91.6997,0.3127,19437.7092
1210,82.9597,0.2398,17228.2435
1211,91.4933,0.3758,19180.3222
1212,76.7481,0.2904,14825.7475
1213,102.5776,0.4561,25106.5329
1214,102.0906,0.515,28064.1232
1215,102.8074,0.6644,29417.7283
1216,102.6974,0.7468,27093.9936
1217,93.9997,1.0098,24144.0744
1218,89.9455,2426647395434497.0,22336.2036
1219,83.7847,5034174475228502.0,19854.5
1220,79.5554,3100319547741526.0,18473.062
1221,80.9707,4315042688969387.0,19181.6373
1222,83.6645,254364047026859.8,20496.0159
1223,94.0482,1.1278,22405.0794
1224,102.2158,1.1824,27628.5104
1225,106.4238,1.2319,31030.1975
1226,110.9333,1.298,32863.2881
1227,113.1021,1.2752,33066.8553
1228,112.7454,1.284,31391.3574
1229,106.4317,1.2098,27507.4766
1230,100.1249,1.1352,25185.5874
1231,103.5804,1.4052,26780.562
1232,112.7567,1.3753,32103.5526
1233,112.361,5513672498260652.0,33659.9697
1234,117.4578,1.352687064973312e+16,37230.31
1235,117.8861,2.122831824211149e+16,36798.3211
1236,94.641,1.4028149167751168e+16,23894.091
1237,80.106,1.4509615001632768e+16,18350.7212
1238,69.7415,1.0000437643400534e+16,14224.6743
1239,70.4938,1.398231184511249e+16,14149.4979
1240,78.6346,2.0890627154291372e+16,17646.4103
1241,80.8284,2.149244262468813e+16,18015.3524
1242,80.8463,1.6894899535566166e+16,18223.3074
1243,84.4822,2.743773070308147e+16,19644.3667
1244,83.8295,3.1739358777529684e+16,19432.9924
1245,82.7888,3.468380653538509e+16,18968.08
1246,79.3952,3.2654686459439788e+16,16852.2107
1247,68.7118,1.1094781709691564e+16,12757.5298
1248,70.7898,2978648940347393.5,14184.4681
1249,80.4795,9475024988318380.0,19372.3797
1250,90.6793,2.2567695203434496e+16,23347.278
1251,92.5118,3.664855077818641e+16,23399.3316
1252,88.5666,3.4087784617956692e+16,20463.6586
1253,75.6956,2.2581846941717844e+16,15779.5273
1254,70.7015,1.1635521671397378e+16,12295.4837
1255,71.6752,8164419297083394.0,12961.7218
1256,74.0154,1.3137468871497046e+16,15182.7942
1257,76.0397,1.1474776077893634e+16,14486.9569
1258,81.0011,8068635083931650.0,16111.2458
1259,91.4229,1.3794474313733464e+16,20845.6922
1260,105.89,2.49422203074205e+16,26500.3497
1261,109.5418,1.833937577827806e+16,28181.7004
1262,118.1461,1.3044756275789824e+16,30957.8319
1263,114.9027,1.0016355508027394e+16,29075.7305
1264,114.1033,1.1530194040913922e+16,28343.6981
1265,115.6977,1.291735322923281e+16,28800.536
1266,113.5913,1.3842837077142186e+16,28114.1759
1267,119.0846,1.4291812915085314e+16,30952.8729
1268,128.0961,1.514607332032512e+16,34544.7263
1269,132.785,2.141180210830814e+16,38208.2325
1270,131.645,2.3921245198920364e+16,38213.3649
1271,121.6304,1.3374940476604418e+16,33554.2842
1272,119.8415,9185424649311576.0,32728.291
1273,121.3959,1.4837773409539414e+16,33188.7908
1274,124.2439,1.869668126591113e+16,35117.8586
1275,125.2771,2.118046085318793e+16,36020.168
1276,125.7173,2.148886097987721e+16,36230.5432
1277,127.8868,2.2373637127755096e+16,36745.0646
1278,129.5679,9138255170983256.0,35901.6589
1279,126.3041,1.7741,34875.8801
1280,124.7603,1.6995,33883.7897
1281,112.9224,1.4449,31059.9
1282,107.0455,4714753820371628.0,26884.2221
1283,99.7751,1.6591958312310102e+16,22843.7837
1284,83.5338,5633584406025558.0,17771.7797
1285,71.8116,0.547,13400.9748
1286,80.4077,6525951550685184.0,17603.3953
1287,89.7567,7911801489806677.0,22104.2813
1288,80.6672,1352362884420949.8,18863.7671
