YEAR,MONTH,DAY,HOUR,TEMPERATURE,DEW_POINT,GHI,PRESSURE,WIND_SPEED,RELATIVE HUMIDITY,PRECIPITABLE WATER,CLOUD_TYPE
2019,4,14,1,22.1,20.5,0,1025,2.2,90.38,5.4,7
2019,4,14,2,22.1,20.4,0,1025,2.7,90.28,5.5,7
2019,4,14,3,22,20.3,0,1024,2.6,90.21,5.4,3
2019,4,14,4,21.8,20.1,0,1024,2.2,90.08,5.1,3
2019,4,14,5,21.8,20,0,1024,1.9,89.36,4.8,3
2019,4,14,6,22.3,20.2,33,1024,1.8,88,4.6,1
2019,4,14,7,23.1,20.4,225,1024,1.9,84.62,4.5,1
2019,4,14,8,23.9,20.6,297,1025,2.6,81.76,4.5,3
2019,4,14,9,24.5,20.8,302,1026,3.6,79.96,4.7,3
2019,4,14,10,24.8,20.9,627,1026,4,79.01,4.8,8
2019,4,14,11,24.7,20.8,519,1025,4.3,78.96,4.9,3
2019,4,14,12,24.2,20.6,632,1025,4.5,80.49,5.1,3
2019,4,14,13,23.6,20.4,679,1024,4.7,82.52,5.2,3
2019,4,14,14,23.4,20.4,215,1024,5.1,83.11,5,3
2019,4,14,15,23,20.1,230,1024,5.5,83.83,4.8,7
2019,4,14,16,22.5,19.8,298,1025,5.5,84.95,4.7,7
2019,4,14,17,22.3,19.6,180,1025,5.4,84.9,4.6,8
2019,4,14,18,22.1,19.5,5,1025,5.3,85.2,4.6,3
2019,4,14,19,22.1,19.3,0,1026,5.4,84.36,4.6,3
2019,4,14,20,22.1,19.1,0,1026,5.6,82.95,4.4,3
2019,4,14,21,22.1,18.8,0,1026,5.5,81.7,4.4,7
2019,4,14,22,22.1,18.6,0,1026,5.2,80.6,4.3,4
2019,4,14,23,22,18.4,0,1026,5.2,80.01,4.4,4
2019,4,15,0,21.9,18.1,0,1026,5.5,79.21,4.4,7
2019,4,15,1,21.8,17.8,0,1026,5.8,77.92,4.4,7
2019,4,15,2,21.5,17.3,0,1026,6,76.95,4.3,3
2019,4,15,3,21.2,16.8,0,1026,6.2,76.12,4.3,3
2019,4,15,4,20.9,16.5,0,1027,6.2,75.98,4.2,3
2019,4,15,5,20.6,16.4,0,1027,6,76.78,4.1,7
2019,4,15,6,20.7,16.5,7,1027,6,76.82,4.1,4
2019,4,15,7,21.2,16.5,45,1028,6.3,74.72,4,4
2019,4,15,8,21.7,16.5,137,1028,6.4,72.33,4,3
2019,4,15,9,22.2,16.6,73,1028,6.4,70.55,4,3
2019,4,15,10,22.7,16.7,143,1028,6.3,68.78,4,3
2019,4,15,11,23,16.6,123,1028,6.2,67.37,4,4
2019,4,15,12,23.2,16.5,191,1027,6.3,66.12,3.9,4
2019,4,15,13,23.2,16.4,407,1026,6.4,65.48,3.9,3
2019,4,15,14,23.1,16.2,362,1025,6.3,65.03,3.9,3
2019,4,15,15,22.7,15.9,430,1025,6.2,65.63,4,3
2019,4,15,16,22.3,15.7,57,1025,5.9,66.38,4,4
2019,4,15,17,21.7,15.7,21,1025,5.4,68.9,4.1,3
2019,4,15,18,21.1,16,3,1026,4.7,72.46,4.2,4
2019,4,15,19,20.9,16.1,0,1026,4.5,74.05,4.3,4
2019,4,15,20,21,16.3,0,1026,4.4,74.54,4.4,4
2019,4,15,21,21.1,16.6,0,1026,4.3,75.4,4.5,4
2019,4,15,22,21.2,16.9,0,1026,4.1,76.5,4.7,4
2019,4,15,23,21.3,17.2,0,1025,3.5,77.39,4.8,7
2019,4,16,0,21.5,17.6,0,1025,3,78.26,4.9,4
2019,4,16,1,21.4,17.9,0,1024,2.5,80.33,5,7
2019,4,16,2,21.4,18.1,0,1024,2,81.47,5.1,7
2019,4,16,3,21.4,18.2,0,1024,1.6,82.09,5.1,4
2019,4,16,4,21.5,18.3,0,1023,1.4,82.02,5.1,4
2019,4,16,5,21.6,18.5,0,1023,1.3,82.43,5.2,7
2019,4,16,6,22,19.2,4,1023,1.5,83.97,5.1,7
2019,4,16,7,22.5,19.4,17,1024,1.4,82.41,5.1,7
2019,4,16,8,22.7,19.4,52,1024,1.3,81.9,5,7
2019,4,16,9,22.9,19.5,228,1024,1.3,81.27,5,7
2019,4,16,10,22.9,19.6,69,1023,1.8,81.87,5.1,7
2019,4,16,11,22.8,19.8,197,1023,2.3,83.13,5.1,8
2019,4,16,12,22.9,19.9,90,1022,2.7,83.11,5.1,4
2019,4,16,13,22.9,20,143,1022,3.6,83.67,5.2,8
2019,4,16,14,22.5,19.8,304,1021,4.2,84.93,5.2,7
2019,4,16,15,22,19.6,68,1021,4.3,86.2,5.1,7
2019,4,16,16,21.6,19.3,78,1021,4.3,86.86,5.1,7
2019,4,16,17,21.3,19.1,27,1021,4,87.31,4.9,6
2019,4,16,18,21.1,19,6,1021,3.6,87.55,4.6,7
2019,4,16,19,21,18.8,0,1022,3.5,87.33,4.3,7
2019,4,16,20,20.8,18.6,0,1022,3.5,87.2,4,8
2019,4,16,21,20.7,18.4,0,1023,3.3,86.65,3.9,3
2019,4,16,22,20.7,18.2,0,1022,3,85.52,3.8,3
2019,4,16,23,20.7,18,0,1022,2.9,84.8,3.8,3
2019,4,17,0,20.5,17.9,0,1022,3.2,85.04,3.7,3
2019,4,17,1,20.5,17.8,0,1021,3.5,84.29,3.6,3
2019,4,17,2,20.5,17.6,0,1021,3.6,83.69,3.5,3
2019,4,17,3,20.5,17.5,0,1021,3.7,83.03,3.4,3
2019,4,17,4,20.4,17.4,0,1022,3.7,82.99,3.3,3
2019,4,17,5,20.3,17.3,0,1022,3.5,83.07,3.1,3
2019,4,17,6,21,17.6,17,1023,3.7,81.01,2.9,3
2019,4,17,7,21.7,17.6,54,1023,3.6,77.49,2.8,3
2019,4,17,8,22.5,17.7,340,1023,3.6,74.19,2.6,3
2019,4,17,9,23.2,17.8,670,1024,3.8,71.86,2.5,1
2019,4,17,10,23.8,18,831,1023,4.2,69.87,2.4,0
2019,4,17,11,24.1,18.1,963,1023,4.4,69,2.4,1
2019,4,17,12,24.3,18.1,554,1022,4.4,68.24,2.4,3
2019,4,17,13,24.3,18,774,1022,4.3,68.02,2.4,2
2019,4,17,14,24.2,17.9,846,1021,4.1,68.02,2.4,0
2019,4,17,15,24,17.9,669,1021,3.9,68.53,2.4,0
2019,4,17,16,23.6,17.8,452,1021,3.9,70.18,2.4,0
2019,4,17,17,23,18,219,1021,3.7,73.3,2.4,0
2019,4,17,18,22.3,18.2,25,1022,3.1,77.38,2.5,0
2019,4,17,19,22.1,18.1,0,1022,3.1,78.25,2.5,1
2019,4,17,20,22.1,18.2,0,1023,3.1,78.38,2.5,0
2019,4,17,21,22.2,18.2,0,1023,3.1,78.01,2.5,0
2019,4,17,22,22.2,18.2,0,1023,3.2,78.21,2.5,1
2019,4,17,23,22.2,18.3,0,1022,3.2,78.37,2.5,0
2019,4,18,0,22.1,18.3,0,1022,3.2,79.3,2.5,0
2019,4,18,1,22.1,18.4,0,1021,3.1,79.69,2.6,1
2019,4,18,2,22,18.5,0,1021,2.9,80.75,2.6,1
2019,4,18,3,22,18.6,0,1021,2.7,81.28,2.7,1
2019,4,18,4,22.1,18.7,0,1021,2.5,81.23,2.7,1
2019,4,18,5,22.1,18.9,0,1022,2.3,82.02,2.8,1
2019,4,18,6,23.4,19.7,55,1022,2.5,79.77,2.8,0
2019,4,18,7,24.5,19.9,259,1023,2.7,75.68,2.9,0
2019,4,18,8,25.6,20.1,484,1023,2.5,71.57,2.9,0
2019,4,18,9,26.3,20.3,683,1023,2.4,69.69,3,0
2019,4,18,10,26.8,20.6,836,1023,2.4,68.99,3.1,0
2019,4,18,11,27.2,20.9,947,1022,2.3,68.39,3.2,1
2019,4,18,12,27.3,21,625,1022,2.3,68.67,3.3,3
2019,4,18,13,27.3,21.1,812,1021,2.4,68.78,3.3,2
2019,4,18,14,27,21.1,804,1020,2.6,70.14,3.4,1
2019,4,18,15,26.6,21.2,631,1020,2.6,72.09,3.5,1
2019,4,18,16,26.2,21.2,422,1020,2.5,73.86,3.6,7
2019,4,18,17,25.6,21.3,11,1020,2.4,77.01,3.6,6
2019,4,18,18,24.8,21.4,18,1021,2.1,81.46,3.7,3
2019,4,18,19,24.6,21.3,0,1021,2.2,81.99,3.8,0
2019,4,18,20,24.6,21.3,0,1021,2.5,81.97,3.9,7
2019,4,18,21,24.6,21.3,0,1021,2.6,82.03,3.9,7
2019,4,18,22,24.6,21.4,0,1021,2.5,82.28,4,7
2019,4,18,23,24.6,21.5,0,1021,2,82.94,4.2,6
2019,4,19,0,24.6,21.5,0,1021,1.9,83.07,4.5,7
2019,4,19,1,24.5,21.6,0,1020,2,83.86,4.6,6
2019,4,19,2,24.5,21.7,0,1019,2.2,84.35,4.7,6
2019,4,19,3,24.4,21.9,0,1019,2.4,85.71,4.9,6
2019,4,19,4,24.3,22,0,1018,2.8,87.24,5.1,7
2019,4,19,5,24.4,22.3,0,1018,3.3,88.12,5.2,6
2019,4,19,6,25,22.9,14,1018,3.9,88.11,5.2,6
2019,4,19,7,25.5,23.3,56,1018,3.5,87.9,5.7,6
2019,4,19,8,25.7,23.5,172,1019,3.7,87.65,6.2,7
2019,4,19,9,25.5,23.6,195,1020,3.8,89.01,6.4,7
2019,4,19,10,25.4,23.5,621,1020,3.5,89.27,6.3,8
2019,4,19,11,25.4,23.3,635,1020,2.9,88.27,6,8
2019,4,19,12,25.9,23.3,875,1019,2.5,85.64,5.7,2
2019,4,19,13,26.3,23.4,424,1018,2.4,83.99,5.9,7
2019,4,19,14,25.9,23.4,244,1017,2.7,86.22,6.2,7
2019,4,19,15,25.4,23.5,195,1017,2.3,89,6.2,7
2019,4,19,16,25.3,23.6,40,1017,2.4,90.58,6.1,7
2019,4,19,17,25.3,23.9,58,1017,2.5,91.95,6.2,7
2019,4,19,18,25.2,23.9,10,1017,2.6,92.4,6.2,7
2019,4,19,19,25.1,23.8,0,1017,2.9,92.73,6.1,7
2019,4,19,20,25,23.7,0,1017,3,92.5,6,6
2019,4,19,21,24.9,23.6,0,1018,2.8,92.45,5.9,7
2019,4,19,22,24.8,23.5,0,1018,2.4,92.32,5.9,7
2019,4,19,23,24.6,23.3,0,1018,2.3,92.71,6.1,7
2019,4,20,0,24.4,23.3,0,1017,2.3,93.33,6.4,7
2019,4,20,1,24.3,23.1,0,1016,2.4,92.96,6.6,7
2019,4,20,2,24,22.8,0,1016,2.6,93.29,6.6,6
2019,4,20,3,23.8,22.6,0,1016,3,92.9,6.4,7
2019,4,20,4,23.6,22.3,0,1017,3.7,92.59,6,7
2019,4,20,5,23.4,22.1,0,1017,3.7,92.18,5.7,7
2019,4,20,6,23.6,22.1,33,1018,3.9,91.12,5.4,4
2019,4,20,7,24.2,22.3,235,1019,4.2,89.12,5.2,0
2019,4,20,8,25.1,22.4,239,1019,4.4,85.1,5,3
2019,4,20,9,25.8,22.4,139,1019,4.4,81.44,5,3
2019,4,20,10,26,22.3,203,1019,4.3,80.02,5.2,3
2019,4,20,11,26,22.2,375,1019,4.1,79.58,5.3,2
2019,4,20,12,26,22.2,556,1019,4.1,79.42,5.5,2
2019,4,20,13,25.7,22.1,613,1018,4.3,80.66,5.7,2
2019,4,20,14,25.2,22.2,274,1018,4.1,83.26,5.8,3
2019,4,20,15,25.3,22.3,363,1017,3.5,83.33,5.6,3
2019,4,20,16,25.6,22.3,313,1017,2.5,82.13,5.2,8
2019,4,20,17,25.3,22.5,113,1017,1.7,84.51,5,3
2019,4,20,18,24.5,22.2,13,1018,1.4,86.81,5.1,3
2019,4,20,19,24.1,22.1,0,1018,1.3,88.38,5.4,7
2019,4,20,20,24,22.1,0,1019,1,89.31,5.8,8
2019,4,20,21,24,22.2,0,1020,0.8,89.68,5.9,8
2019,4,20,22,23.9,22.2,0,1019,1.1,90.11,5.8,7
2019,4,20,23,23.8,22.1,0,1019,1.5,90.47,5.5,4
2019,4,21,0,23.9,22.1,0,1018,1.6,89.51,5.4,4
2019,4,21,1,24,22,0,1018,1.1,88.69,5.4,4
2019,4,21,2,23.8,22,0,1018,1,89.73,5.4,8
2019,4,21,3,23.5,21.9,0,1018,1.2,90.82,5.3,7
2019,4,21,4,23.5,21.7,0,1017,1.2,89.75,5.3,6
2019,4,21,5,23.7,21.6,0,1018,1.2,87.96,5.3,7
2019,4,21,6,24.3,22.1,44,1019,1.3,87.31,5.4,8
2019,4,21,7,25.2,22.1,242,1019,1.5,82.97,5.3,8
2019,4,21,8,25.9,22.1,458,1019,1.9,79.62,5.2,0
2019,4,21,9,26.4,22.3,182,1020,2.1,78.12,5.2,3
2019,4,21,10,26.8,22.7,241,1020,2.2,78.13,5.2,4
2019,4,21,11,27.3,22.9,402,1019,2.4,76.97,5.3,4
2019,4,21,12,27.8,22.9,611,1018,2.4,74.85,5.3,3
2019,4,21,13,28.1,23.1,627,1017,2.5,74.25,5.4,3
2019,4,21,14,28.1,23.2,186,1017,2.5,74.86,5.5,4
2019,4,21,15,27.8,23.4,284,1017,2.4,77.05,5.6,3
2019,4,21,16,27.1,23.6,240,1017,2.5,81.13,5.6,4
2019,4,21,17,26.4,23.8,15,1017,2.5,85.58,5.7,3
2019,4,21,18,25.8,23.9,12,1018,2.2,89.13,5.9,1
2019,4,21,19,25.5,23.7,0,1018,2.2,90.04,5.9,1
2019,4,21,20,25.4,23.7,0,1019,2.3,90.21,6,3
2019,4,21,21,25.4,23.6,0,1019,2.1,90.04,6,3
2019,4,21,22,25.3,23.6,0,1018,1.9,90.48,5.8,3
2019,4,21,23,25.4,23.6,0,1019,1.8,89.98,5.9,1
2019,4,22,0,25.3,23.6,0,1019,1.7,90.18,5.9,3
2019,4,22,1,25.2,23.5,0,1018,1.6,90.21,5.6,1
2019,4,22,2,25.1,23.4,0,1018,1.7,90.24,5.5,1
2019,4,22,3,25.1,23.3,0,1018,1.6,89.54,5.3,0
2019,4,22,4,25.2,23.1,0,1018,1.5,88.38,5.2,0
2019,4,22,5,25.2,23.2,0,1017,1.3,88.44,5.2,0
2019,4,22,6,25.9,23.8,49,1018,1.1,88.47,5.2,0
2019,4,22,7,26.9,24,243,1018,0.9,84.08,5.3,0
2019,4,22,8,27.9,23.7,454,1019,1.1,78,5.3,0
2019,4,22,9,28.2,23.8,642,1020,1.8,76.91,5.4,0
2019,4,22,10,28.3,23.7,784,1020,2.4,76.37,5.4,0
2019,4,22,11,28.3,23.7,897,1020,2.8,76.26,5.5,0
2019,4,22,12,28.1,23.6,795,1020,3,76.78,5.6,2
2019,4,22,13,27.8,23.6,801,1019,2.7,77.82,5.4,2
2019,4,22,14,27.8,23.6,205,1018,2.2,77.82,5.1,3
2019,4,22,15,28,23.6,90,1018,1.8,76.89,4.9,3
2019,4,22,16,27.9,23.6,36,1018,1.6,77.66,4.9,4
2019,4,22,17,27.4,23.6,16,1018,1.7,79.61,5.2,4
2019,4,22,18,26.4,24,4,1019,1.4,86.72,5.4,8
2019,4,22,19,25.9,24.1,0,1020,1,90.06,5.5,7
2019,4,22,20,25.8,24.2,0,1020,0.6,90.77,5.5,7
2019,4,22,21,25.7,24.2,0,1021,0.8,91.35,5.6,7
2019,4,22,22,25.6,24.2,0,1020,1,91.76,5.7,7
2019,4,22,23,25.6,24.1,0,1020,1.2,91.69,5.6,7
2019,4,23,0,25.5,24.1,0,1019,1.3,92,5.5,7
2019,4,23,1,25.5,24.1,0,1019,1.4,91.92,5.4,7
2019,4,23,2,25.6,24.1,0,1018,1.3,91.33,5.3,3
2019,4,23,3,25.7,24.1,0,1018,1.2,90.74,5.2,1
2019,4,23,4,25.7,24,0,1019,1.2,90.49,5.1,7
2019,4,23,5,25.6,24,0,1020,1.3,90.62,5,7
2019,4,23,6,26.4,24.5,51,1020,1.5,89.11,5,1
2019,4,23,7,27.2,24.5,245,1021,2,85.38,4.9,1
2019,4,23,8,28,24.4,459,1021,2.4,80.81,4.9,0
2019,4,23,9,28.8,24.3,649,1021,2.6,76.84,5,0
2019,4,23,10,29.3,24.4,795,1021,2.8,74.96,5.1,0
2019,4,23,11,29.8,24.5,891,1020,2.9,73.15,5.2,0
2019,4,23,12,30.2,24.5,916,1019,3,71.56,5.3,0
2019,4,23,13,30.3,24.5,873,1018,3,71.31,5.3,0
2019,4,23,14,30.2,24.6,758,1018,3,72.05,5.4,0
2019,4,23,15,29.8,24.7,597,1017,2.7,74.15,5.4,0
2019,4,23,16,29.1,24.9,400,1018,2.4,78.24,5.3,0
2019,4,23,17,28.3,25.2,186,1018,2,83.31,5.2,0
2019,4,23,18,27.3,25.2,16,1019,1.8,88.41,5.1,1
2019,4,23,19,26.8,25.2,0,1019,2.1,90.81,5,1
2019,4,23,20,26.6,25.1,0,1019,2.4,91.4,4.9,0
2019,4,23,21,26.4,24.9,0,1019,2.6,91.68,4.8,1
2019,4,23,22,26.2,24.7,0,1019,2.4,91.55,4.8,1
2019,4,23,23,26.1,24.5,0,1019,2.1,90.87,4.8,7
2019,4,24,0,25.9,24.3,0,1019,2,90.9,4.8,7
2019,4,24,1,25.9,24.1,0,1018,2,90.05,4.7,7
2019,4,24,2,25.9,24,0,1018,2,89.27,4.6,7
2019,4,24,3,25.9,23.8,0,1018,1.9,88.32,4.5,0
2019,4,24,4,25.9,23.6,0,1018,1.8,87,4.6,0
2019,4,24,5,25.8,23.4,0,1019,1.8,86.61,4.6,0
2019,4,24,6,26.4,24,57,1020,1.8,86.59,4.7,1
2019,4,24,7,27.5,23.5,255,1020,2.3,78.96,4.6,1
2019,4,24,8,28.5,23.1,471,1020,2.6,72.49,4.6,1
2019,4,24,9,29.2,23,666,1020,2.8,69.11,4.7,1
2019,4,24,10,29.8,23.1,552,1020,3,67.27,4.7,3
2019,4,24,11,30.2,23.2,908,1020,3.1,66.06,4.7,1
2019,4,24,12,30.3,23.3,936,1019,3.2,66.36,4.6,1
2019,4,24,13,30.3,23.4,896,1018,3.3,66.73,4.4,0
2019,4,24,14,30.2,23.5,774,1018,3.3,67.56,4.3,0
2019,4,24,15,29.8,23.7,616,1017,3.2,69.82,4.2,1
2019,4,24,16,29.1,24.1,418,1017,3,74.7,4.1,0
2019,4,24,17,28.1,24.7,203,1017,2.7,81.69,4.1,1
2019,4,24,18,27,24.8,24,1017,2.4,87.87,4.1,1
2019,4,24,19,26.6,24.7,0,1018,2.2,89.5,4,1
2019,4,24,20,26.4,24.7,0,1018,1.8,90.15,4.1,7
2019,4,24,21,26.3,24.7,0,1019,1.4,90.68,4.1,7
2019,4,24,22,26.2,24.6,0,1019,1.2,90.95,4.2,1
2019,4,24,23,26.2,24.4,0,1018,1.3,90.04,4.2,3
2019,4,25,0,26.1,24.1,0,1018,1.4,88.77,4.1,1
2019,4,25,1,25.9,23.6,0,1017,1.5,87.42,4.1,7
2019,4,25,2,25.8,23.3,0,1017,1.6,86.13,4,1
2019,4,25,3,25.5,22.9,0,1017,1.7,85.76,3.9,0
2019,4,25,4,25.2,22.6,0,1017,1.8,85.54,3.8,0
2019,4,25,5,25,22.4,0,1017,1.8,85.72,3.7,0
2019,4,25,6,25.8,23.1,69,1018,1.9,85.3,3.6,7
2019,4,25,7,26.6,22.6,276,1018,2.3,78.91,3.6,0
2019,4,25,8,27.7,22.3,500,1018,2.6,72.38,3.6,0
2019,4,25,9,28.8,22,700,1019,3,66.79,3.6,0
2019,4,25,10,29.5,22,728,1019,3.2,64.21,3.6,7
2019,4,25,11,30,22,781,1018,3.4,62.47,3.5,2
2019,4,25,12,30.3,22.1,904,1018,3.6,61.41,3.5,7
2019,4,25,13,30.4,22.1,936,1017,3.7,61.16,3.5,1
2019,4,25,14,30.3,22.2,822,1016,3.7,61.94,3.6,0
2019,4,25,15,29.8,22.5,651,1016,3.6,65.09,3.7,0
2019,4,25,16,28.8,23.1,339,1017,3.3,71.49,3.8,3
2019,4,25,17,27.6,23.8,180,1017,2.9,79.71,4.1,3
2019,4,25,18,26.5,23.9,25,1018,2.7,85.61,4.5,0
2019,4,25,19,26.1,23.8,0,1019,2.7,87.39,4.7,0
2019,4,25,20,26,23.7,0,1020,2.7,87.01,5,0
2019,4,25,21,25.9,23.6,0,1020,2.5,87.07,5.1,1
2019,4,25,22,25.8,23.6,0,1020,2.2,87.45,5,3
2019,4,25,23,25.5,23.4,0,1020,2,88.09,4.8,3
2019,4,26,0,25.2,23.3,0,1020,2.2,89.14,4.7,3
2019,4,26,1,24.8,23.2,0,1020,2.6,90.7,4.7,3
2019,4,26,2,24.5,22.9,0,1020,2.7,90.72,4.6,1
2019,4,26,3,24.4,22.6,0,1021,2.6,89.85,4.5,1
2019,4,26,4,24.3,22.4,0,1021,2.4,89.31,4.4,7
2019,4,26,5,24.2,22.4,0,1021,2.3,89.55,4.3,7
2019,4,26,6,24.7,22.6,53,1022,2.8,87.93,4.2,7
2019,4,26,7,25.2,22.7,252,1022,3.1,86.02,4.2,7
2019,4,26,8,26,22.9,463,1022,3.5,82.94,4.2,7
2019,4,26,9,26.7,23.1,518,1022,4,80.5,4.2,7
2019,4,26,10,27.1,23.3,582,1023,4.2,79.57,4.3,4
2019,4,26,11,27.3,23.4,672,1022,4.3,79.23,4.4,7
2019,4,26,12,27.4,23.5,948,1022,4.3,79.13,4.5,1
2019,4,26,13,27.2,23.5,531,1022,4.3,80.06,4.5,3
2019,4,26,14,27,23.5,706,1021,4.3,80.95,4.6,2
2019,4,26,15,26.6,23.5,619,1021,4.6,83.01,4.6,0
2019,4,26,16,26.1,23.5,413,1021,4.4,85.49,4.8,0
2019,4,26,17,25.7,23.5,198,1022,4.1,87.79,4.9,7
2019,4,26,18,25.4,23.7,21,1023,4.3,90.07,4.9,7
2019,4,26,19,25.4,23.7,0,1024,4.3,90.29,5.1,3
2019,4,26,20,25.4,23.6,0,1024,4.4,89.98,5.3,8
2019,4,26,21,25.3,23.5,0,1025,4.5,89.68,5.3,4
2019,4,26,22,25.2,23.2,0,1024,4.7,88.94,5.4,6
2019,4,26,23,25.1,23,0,1024,5.2,88.33,5.4,6
2019,4,27,0,24.9,22.9,0,1024,5.8,88.52,5.4,7
2019,4,27,1,24.8,22.7,0,1023,6,88.05,5.3,7
2019,4,27,2,24.7,22.5,0,1024,6.1,87.48,5.3,7
2019,4,27,3,24.5,22.2,0,1024,6.3,87.18,5.4,4
2019,4,27,4,24.3,22,0,1024,6.6,86.92,5.4,4
2019,4,27,5,24.1,21.8,0,1025,6.6,86.93,5.5,4
2019,4,27,6,24.1,21.6,35,1025,6.9,86.13,5.6,3
2019,4,27,7,24.3,21.5,152,1026,7.3,84.48,5.6,3
2019,4,27,8,24.6,21.5,330,1026,7.4,82.74,5.6,7
2019,4,27,9,24.8,21.5,389,1026,7.5,81.9,5.7,8
2019,4,27,10,24.8,21.5,242,1026,7.3,82.05,5.8,4
2019,4,27,11,24.7,21.6,235,1025,7.1,82.67,5.9,8
2019,4,27,12,24.6,21.7,362,1025,6.6,83.77,6,7
2019,4,27,13,24.6,21.8,276,1024,6.3,84.65,6,6
2019,4,27,14,24.5,22,679,1023,6.3,86.2,6,7
2019,4,27,15,24.6,22.2,553,1023,6.3,86.62,6,7
2019,4,27,16,24.5,22.4,304,1023,6.1,87.84,6,7
2019,4,27,17,24.4,22.4,186,1023,5.7,88.83,6,7
2019,4,27,18,24.2,22.5,15,1024,5.3,90.27,6,7
2019,4,27,19,24.2,22.6,0,1024,5.2,90.66,6,8
2019,4,27,20,24.3,22.7,0,1024,5.1,90.71,6,7
2019,4,27,21,24.4,22.8,0,1024,5,90.93,6,7
2019,4,27,22,24.6,23,0,1024,4.9,90.76,6.2,3
2019,4,27,23,24.8,23.2,0,1024,4.6,90.84,6.3,4
2019,4,28,0,24.9,23.4,0,1023,4.3,91.32,6.4,7
2019,4,28,1,25,23.6,0,1023,4.1,91.69,6.4,3
2019,4,28,2,25.1,23.7,0,1023,3.9,91.77,6.3,7
2019,4,28,3,25.1,23.7,0,1023,3.7,91.92,6.2,3
2019,4,28,4,25,23.6,0,1023,3.2,92,6,7
2019,4,28,5,25,23.5,0,1023,2.6,91.63,5.8,7
2019,4,28,6,25.6,23.9,69,1023,2.3,90.38,5.7,7
2019,4,28,7,26.1,24.1,269,1024,2.3,88.99,5.6,0
2019,4,28,8,26.7,24.2,467,1025,2.6,86.4,5.6,7
2019,4,28,9,26.8,24.1,581,1025,2.9,85.29,5.6,7
2019,4,28,10,26.9,24.1,162,1025,2.9,84.54,5.6,8
2019,4,28,11,26.9,23.8,712,1024,2.5,83.32,5.6,7
2019,4,28,12,26.7,23.7,696,1023,2.3,83.67,5.6,7
2019,4,28,13,26.5,23.5,348,1023,2.2,83.72,5.6,3
2019,4,28,14,26.2,23.3,451,1022,2,84.33,5.6,3
2019,4,28,15,26,23.2,267,1022,1.7,84.4,5.6,3
2019,4,28,16,25.7,23,412,1022,1.4,85.1,5.6,7
2019,4,28,17,25.4,22.9,200,1022,1.2,86.21,5.6,1
2019,4,28,18,25.1,22.9,20,1023,1.1,87.8,5.6,3
2019,4,28,19,24.9,22.8,0,1023,1.3,88.3,5.5,0
2019,4,28,20,24.9,22.8,0,1023,1.5,88.29,5.5,7
2019,4,28,21,24.8,22.9,0,1023,1.6,89.25,5.4,3
2019,4,28,22,24.8,23,0,1023,1.7,89.99,5.3,0
2019,4,28,23,24.8,23.2,0,1022,1.8,90.82,5.3,0
2019,4,29,0,24.8,23.4,0,1022,1.8,91.89,5.3,0
2019,4,29,1,25,23.6,0,1021,1.6,91.72,5.2,0
2019,4,29,2,25.2,23.7,0,1021,1.4,91.31,5.3,0
2019,4,29,3,25.1,23.6,0,1021,1.3,91.47,5.3,1
2019,4,29,4,24.9,23.5,0,1021,1.2,92.14,5.2,3
2019,4,29,5,24.9,23.5,0,1022,1.1,91.99,5.2,0
2019,4,29,6,25.8,24,72,1022,1.2,89.89,5.1,1
2019,4,29,7,26.5,24.1,274,1022,1.3,86.88,5.1,0
2019,4,29,8,27.2,24,490,1023,1.4,82.81,5.1,0
2019,4,29,9,28,23.8,683,1022,1.5,78.18,5,0
2019,4,29,10,28.6,23.9,830,1022,1.5,75.9,5,0
2019,4,29,11,28.9,23.9,909,1021,1.7,74.38,5.1,0
2019,4,29,12,29.2,23.8,931,1021,1.9,72.62,5.1,0
2019,4,29,13,29.2,23.7,618,1020,2.1,72.13,5.2,2
2019,4,29,14,29.1,23.6,364,1019,2.2,72.33,5.2,3
2019,4,29,15,28.7,23.6,125,1019,2.1,74.1,5.2,3
2019,4,29,16,28.2,23.7,404,1019,2,76.6,5.2,1
2019,4,29,17,27.6,23.9,69,1019,1.6,80.42,5.1,3
2019,4,29,18,26.9,24.1,19,1019,1.3,84.87,5,1
2019,4,29,19,26.6,24.1,0,1020,1.2,86,5,1
2019,4,29,20,26.6,24,0,1020,1.3,85.73,5,0
2019,4,29,21,26.5,24.1,0,1020,1.4,86.61,5,0
2019,4,29,22,26.5,24.2,0,1020,1.5,87.15,5,0
2019,4,29,23,26.3,24.3,0,1019,1.6,88.59,5.1,0
2019,4,30,0,26.2,24.3,0,1019,1.7,89.44,5.2,0
2019,4,30,1,26.1,24.4,0,1018,1.7,90.13,5.2,0
2019,4,30,2,26,24.3,0,1017,1.8,90.63,5.2,0
2019,4,30,3,25.9,24.3,0,1017,2,91.01,5.1,0
2019,4,30,4,25.8,24.3,0,1017,2.1,91.26,5.1,0
2019,4,30,5,25.7,24.3,0,1017,2.1,91.74,5.1,0
2019,4,30,6,26.6,24.9,71,1018,2.1,90.43,5,1
2019,4,30,7,27.4,25.1,271,1018,2.4,87.06,5,0
2019,4,30,8,28.2,25,485,1019,2.8,82.82,5,0
2019,4,30,9,28.8,24.9,675,1019,2.9,79.62,5,0
2019,4,30,10,29.2,24.9,819,1019,3,77.56,5.1,0
2019,4,30,11,29.4,24.7,918,1018,3.1,75.95,5.1,0
