date,time,TEMPERATURE,DEW_POINT,PRECIPITABLE WATER,GHI,PRESSURE,OT
2019-07-08,06:00:00,28.8,26.5,6.3,100,1017,429.03
2019-07-08,07:00:00,29.5,26.5,6.4,261,1017,454.63
2019-07-08,08:00:00,30.0,26.6,6.5,489,1017,527.63
2019-07-08,09:00:00,30.4,26.8,6.5,637,1017,619.99
2019-07-08,10:00:00,30.6,26.9,6.5,736,1017,687.82
2019-07-08,11:00:00,30.7,27.0,6.5,659,1017,696.67
2019-07-08,12:00:00,30.8,27.1,6.4,360,1016,678.76
2019-07-08,13:00:00,30.8,27.1,6.3,678,1015,711.62
2019-07-08,14:00:00,30.7,27.2,6.2,581,1015,765.87
2019-07-08,15:00:00,30.8,27.1,6.2,416,1014,730.31
2019-07-08,16:00:00,30.8,26.9,6.0,404,1014,711.39
2019-07-08,17:00:00,30.4,27.0,5.9,146,1014,679.11
2019-07-08,18:00:00,29.7,26.9,5.9,46,1015,630.99
2019-07-08,19:00:00,29.3,26.6,5.8,0,1015,611.84
2019-07-08,20:00:00,28.9,26.5,5.7,0,1016,599.75
2019-07-08,21:00:00,28.6,26.4,5.6,0,1016,620.65
2019-07-08,22:00:00,28.4,26.1,5.5,0,1016,623.69
2019-07-08,23:00:00,28.2,26.0,5.4,0,1016,636.7
2019-07-09,00:00:00,28.1,25.9,5.3,0,1015,639.67
2019-07-09,01:00:00,27.9,25.8,5.1,0,1014,606.12
2019-07-09,02:00:00,27.8,25.7,5.1,0,1014,538.16
2019-07-09,03:00:00,27.8,25.6,5.1,0,1014,493.98
2019-07-09,04:00:00,27.7,25.5,5.2,0,1014,471.89
2019-07-09,05:00:00,27.9,25.6,5.2,0,1014,455.96
2019-07-09,06:00:00,28.9,26.0,5.3,31,1014,438.51
2019-07-09,07:00:00,29.9,26.1,5.3,53,1015,447.52
2019-07-09,08:00:00,30.5,26.4,5.3,284,1015,530.55
2019-07-09,09:00:00,31.1,26.5,5.3,528,1015,684.94
2019-07-09,10:00:00,31.5,26.5,5.2,555,1014,741.08
2019-07-09,11:00:00,31.8,26.6,5.2,756,1014,748.61
2019-07-09,12:00:00,31.9,26.7,5.2,766,1013,754.73
2019-07-09,13:00:00,32.0,26.9,5.4,734,1013,776.8
2019-07-09,14:00:00,31.9,27.0,5.5,689,1012,794.41
2019-07-09,15:00:00,31.6,27.0,5.7,604,1012,771.41
2019-07-09,16:00:00,31.1,27.1,5.7,411,1012,751.05
2019-07-09,17:00:00,30.5,27.3,5.7,181,1012,711.34
2019-07-09,18:00:00,29.8,27.2,5.7,8,1012,666.76
2019-07-09,19:00:00,29.4,27.1,5.6,0,1013,630.6
2019-07-09,20:00:00,29.2,26.8,5.5,0,1013,589.88
2019-07-09,21:00:00,29.1,26.6,5.4,0,1014,594.7
2019-07-09,22:00:00,28.9,26.5,5.3,0,1013,623.25
2019-07-09,23:00:00,28.8,26.3,5.2,0,1013,642.14
2019-07-10,00:00:00,28.6,26.2,5.2,0,1012,610.04
2019-07-10,01:00:00,28.5,26.1,5.1,0,1011,589.51
2019-07-10,02:00:00,28.4,26.2,5.1,0,1011,525.82
2019-07-10,03:00:00,28.3,26.2,5.2,0,1011,487.89
2019-07-10,04:00:00,28.3,26.3,5.3,0,1012,464.21
2019-07-10,05:00:00,28.5,26.5,5.4,0,1012,446.18
2019-07-10,06:00:00,29.3,27.1,5.5,90,1013,413.42
2019-07-10,07:00:00,29.8,27.3,5.6,281,1013,451.41
2019-07-10,08:00:00,30.5,27.3,5.8,507,1013,539.7
2019-07-10,09:00:00,31.0,27.5,6.0,640,1014,629.91
2019-07-10,10:00:00,31.5,27.5,6.2,726,1014,695.04
2019-07-10,11:00:00,31.8,27.6,6.4,779,1014,707.75
2019-07-10,12:00:00,31.9,27.6,6.4,818,1013,718.03
2019-07-10,13:00:00,31.8,27.7,6.5,714,1013,721.77
2019-07-10,14:00:00,31.5,27.8,6.5,540,1013,724.42
2019-07-10,15:00:00,31.2,27.9,6.6,443,1013,711.87
2019-07-10,16:00:00,30.7,27.9,6.6,296,1013,701.99
2019-07-10,17:00:00,30.3,27.8,6.6,219,1014,665.99
2019-07-10,18:00:00,29.8,27.6,6.6,44,1014,647.62
2019-07-10,19:00:00,29.5,27.4,6.5,0,1015,611.53
2019-07-10,20:00:00,29.3,27.3,6.5,0,1016,575.64
2019-07-10,21:00:00,29.1,27.2,6.4,0,1016,571.14
2019-07-10,22:00:00,29.0,27.1,6.4,0,1016,590.94
2019-07-10,23:00:00,28.8,26.9,6.5,0,1016,607.63
2019-07-11,00:00:00,28.7,26.7,6.5,0,1016,622.77
2019-07-11,01:00:00,28.6,26.6,6.6,0,1016,561.32
2019-07-11,02:00:00,28.4,26.6,6.7,0,1016,512.18
2019-07-11,03:00:00,28.3,26.6,6.9,0,1017,480.05
2019-07-11,04:00:00,28.2,26.6,7.0,0,1017,454.41
2019-07-11,05:00:00,28.3,26.7,7.0,0,1018,451.52
2019-07-11,06:00:00,28.9,27.1,7.0,69,1019,450.43
2019-07-11,07:00:00,29.5,27.0,7.0,166,1019,453.36
2019-07-11,08:00:00,30.3,26.9,6.9,497,1019,530.56
2019-07-11,09:00:00,30.8,26.9,6.9,639,1019,630.83
2019-07-11,10:00:00,30.9,27.1,6.9,147,1019,717.82
2019-07-11,11:00:00,31.1,27.3,7.0,368,1019,767.21
2019-07-11,12:00:00,31.0,27.4,7.1,361,1019,756.64
2019-07-11,13:00:00,30.9,27.5,7.2,316,1018,727.33
2019-07-11,14:00:00,30.7,27.4,7.3,406,1018,727.95
2019-07-11,15:00:00,30.5,27.4,7.3,120,1018,725.56
2019-07-11,16:00:00,30.1,27.3,7.3,188,1018,696.2
2019-07-11,17:00:00,29.8,27.2,7.3,60,1019,663.76
2019-07-11,18:00:00,29.4,27.4,7.2,28,1019,634.22
2019-07-11,19:00:00,29.3,27.1,7.1,0,1019,609.77
2019-07-11,20:00:00,29.2,27.3,7.1,0,1020,581.94
2019-07-11,21:00:00,29.0,27.2,7.0,0,1020,592.68
2019-07-11,22:00:00,28.8,27.1,7.0,0,1020,624.8
2019-07-11,23:00:00,28.7,27.0,7.0,0,1020,631.73
2019-07-12,00:00:00,28.6,26.9,7.0,0,1019,648.15
2019-07-12,01:00:00,28.5,26.8,6.9,0,1019,608.51
2019-07-12,02:00:00,28.3,26.7,6.9,0,1018,567.39
2019-07-12,03:00:00,28.2,26.5,6.8,0,1018,513.53
2019-07-12,04:00:00,28.1,26.4,6.8,0,1018,492.89
2019-07-12,05:00:00,28.2,26.6,6.7,0,1019,470.73
2019-07-12,06:00:00,28.9,27.0,6.7,97,1019,464.01
2019-07-12,07:00:00,29.6,27.0,6.7,296,1019,468.45
2019-07-12,08:00:00,30.2,27.0,6.7,499,1019,508.07
2019-07-12,09:00:00,30.6,27.2,6.6,694,1019,616.37
2019-07-12,10:00:00,31.0,27.2,6.6,840,1019,667.24
2019-07-12,11:00:00,31.2,27.3,6.6,567,1018,674.35
2019-07-12,12:00:00,31.3,27.4,6.7,404,1018,682.68
2019-07-12,13:00:00,31.3,27.3,6.8,601,1017,678.9
2019-07-12,14:00:00,31.1,27.4,6.9,94,1017,657.72
2019-07-12,15:00:00,30.8,27.4,6.9,108,1017,631.62
2019-07-12,16:00:00,30.4,27.5,7.0,29,1017,626.71
2019-07-12,17:00:00,30.1,27.5,7.0,26,1017,612.64
2019-07-12,18:00:00,29.6,27.6,6.9,12,1017,593.91
2019-07-12,19:00:00,29.3,27.5,6.7,0,1017,588.78
2019-07-12,20:00:00,29.2,27.4,6.5,0,1018,564.43
2019-07-12,21:00:00,29.0,27.2,6.3,0,1018,529.79
2019-07-12,22:00:00,28.9,27.1,6.1,0,1018,537.33
2019-07-12,23:00:00,28.7,27.0,5.9,0,1017,550.38
2019-07-13,00:00:00,28.6,26.8,5.8,0,1016,560.96
2019-07-13,01:00:00,28.4,26.5,5.6,0,1016,538.23
2019-07-13,02:00:00,28.2,26.3,5.4,0,1015,531.13
2019-07-13,03:00:00,28.0,26.2,5.3,0,1015,486.52
2019-07-13,04:00:00,27.9,26.2,5.2,0,1015,450.23
2019-07-13,05:00:00,28.0,26.3,5.1,0,1015,441.07
2019-07-13,06:00:00,28.8,26.7,5.0,103,1015,425.39
2019-07-13,07:00:00,29.4,26.8,5.0,309,1015,418.38
2019-07-13,08:00:00,30.3,26.8,5.0,492,1015,417.37
2019-07-13,09:00:00,31.0,26.8,5.1,712,1015,448.54
2019-07-13,10:00:00,31.5,26.7,5.2,804,1015,486.71
2019-07-13,11:00:00,31.8,26.7,5.3,952,1015,504.64
2019-07-13,12:00:00,32.1,26.7,5.4,894,1014,497.36
2019-07-13,13:00:00,32.2,26.7,5.4,804,1013,536.46
2019-07-13,14:00:00,32.1,26.7,5.5,692,1013,581.87
2019-07-13,15:00:00,31.9,26.8,5.7,638,1012,566.06
2019-07-13,16:00:00,31.5,27.0,5.8,470,1012,546.71
2019-07-13,17:00:00,31.0,26.8,6.0,256,1013,526.24
2019-07-13,18:00:00,30.1,26.9,6.1,93,1013,495.13
2019-07-13,19:00:00,29.7,26.8,6.2,0,1014,482.34
2019-07-13,20:00:00,29.5,26.6,6.2,0,1014,510.21
2019-07-13,21:00:00,29.3,26.5,6.2,0,1014,511.49
2019-07-13,22:00:00,29.1,26.4,6.2,0,1014,551.78
2019-07-13,23:00:00,28.9,26.2,6.1,0,1014,579.91
2019-07-14,00:00:00,28.6,26.0,6.0,0,1013,579.89
2019-07-14,01:00:00,28.4,25.7,5.9,0,1013,536.91
2019-07-14,02:00:00,28.1,25.6,5.9,0,1013,484.25
2019-07-14,03:00:00,28.0,25.5,5.9,0,1013,473.1
2019-07-14,04:00:00,27.8,25.5,5.9,0,1013,447.5
2019-07-14,05:00:00,28.0,25.6,5.9,0,1013,432.02
2019-07-14,06:00:00,28.7,25.8,5.9,93,1013,417.1
2019-07-14,07:00:00,29.4,25.9,5.7,227,1014,407.33
2019-07-14,08:00:00,30.3,26.2,5.6,514,1014,401.54
2019-07-14,09:00:00,31.1,26.7,5.5,703,1014,409.46
2019-07-14,10:00:00,31.6,26.9,5.5,850,1014,445.85
2019-07-14,11:00:00,31.9,27.2,5.5,945,1014,474.79
2019-07-14,12:00:00,31.9,27.4,5.5,974,1014,522.9
2019-07-14,13:00:00,31.9,27.5,5.5,939,1014,555.7
2019-07-14,14:00:00,31.8,27.5,5.6,849,1014,563.35
2019-07-14,15:00:00,31.4,27.6,5.7,472,1013,549.69
2019-07-14,16:00:00,31.1,27.7,5.8,309,1014,552.58
2019-07-14,17:00:00,30.7,27.5,5.9,36,1014,566.12
2019-07-14,18:00:00,29.9,27.7,5.9,5,1015,527.71
2019-07-14,19:00:00,29.3,27.7,5.9,0,1015,527.11
2019-07-14,20:00:00,29.0,27.6,5.9,0,1016,520.22
2019-07-14,21:00:00,28.8,27.5,5.8,0,1016,533.31
2019-07-14,22:00:00,28.7,27.4,5.8,0,1016,551.74
2019-07-14,23:00:00,28.6,27.3,5.7,0,1015,579.2
2019-07-15,00:00:00,28.6,27.1,5.6,0,1015,585.24
2019-07-15,01:00:00,28.6,26.8,5.5,0,1014,542.33
2019-07-15,02:00:00,28.5,26.6,5.5,0,1014,505.39
2019-07-15,03:00:00,28.4,26.4,5.4,0,1014,465.35
2019-07-15,04:00:00,28.3,26.3,5.3,0,1014,451.25
2019-07-15,05:00:00,28.4,26.2,5.3,0,1015,438.52
2019-07-15,06:00:00,28.9,26.4,5.4,94,1015,413.12
2019-07-15,07:00:00,29.6,26.4,5.4,268,1016,416.06
2019-07-15,08:00:00,30.2,25.9,5.4,390,1016,499.75
2019-07-15,09:00:00,30.8,25.8,5.4,583,1016,628.66
2019-07-15,10:00:00,31.3,25.9,5.4,840,1016,657.71
2019-07-15,11:00:00,31.5,26.3,5.5,862,1016,668.23
2019-07-15,12:00:00,31.5,26.6,5.6,963,1015,679.66
2019-07-15,13:00:00,31.4,26.7,5.7,924,1015,714.14
2019-07-15,14:00:00,31.2,26.7,5.8,814,1015,745.92
2019-07-15,15:00:00,30.9,26.7,5.9,226,1015,762.96
2019-07-15,16:00:00,30.5,26.8,6.0,276,1015,712.36
2019-07-15,17:00:00,30.1,27.1,6.0,118,1015,696.48
2019-07-15,18:00:00,29.6,27.4,5.9,85,1016,650.74
2019-07-15,19:00:00,29.3,27.4,5.8,0,1016,601.86
2019-07-15,20:00:00,29.2,27.4,5.6,0,1016,592.16
2019-07-15,21:00:00,29.1,27.4,5.5,0,1016,600.43
2019-07-15,22:00:00,29.0,27.4,5.3,0,1016,627.36
2019-07-15,23:00:00,28.9,27.2,5.3,0,1016,626.13
2019-07-16,00:00:00,28.6,27.1,5.3,0,1015,612.8
2019-07-16,01:00:00,28.5,27.1,5.3,0,1015,569.75
2019-07-16,02:00:00,28.5,27.0,5.4,0,1015,554.43
2019-07-16,03:00:00,28.6,26.9,5.5,0,1015,521.65
2019-07-16,04:00:00,28.6,26.8,5.6,0,1016,480.28
2019-07-16,05:00:00,28.6,26.8,5.4,0,1016,468.66
2019-07-16,06:00:00,29.1,27.0,5.2,91,1016,436.06
2019-07-16,07:00:00,29.6,27.0,5.0,291,1017,448.02
2019-07-16,08:00:00,30.2,26.9,4.8,505,1017,520.38
2019-07-16,09:00:00,30.6,27.0,4.6,699,1016,644.22
2019-07-16,10:00:00,31.0,27.1,4.4,854,1016,711.08
2019-07-16,11:00:00,31.2,27.2,4.2,958,1015,711.69
2019-07-16,12:00:00,31.3,27.0,4.0,996,1015,693.91
2019-07-16,13:00:00,31.2,26.6,3.8,967,1014,715.85
2019-07-16,14:00:00,30.9,26.3,3.8,872,1014,753.81
2019-07-16,15:00:00,30.5,26.2,3.8,719,1014,743.49
2019-07-16,16:00:00,30.0,26.4,3.9,473,1015,746.64
2019-07-16,17:00:00,29.6,26.6,4.0,302,1015,708.66
2019-07-16,18:00:00,29.1,26.7,4.1,96,1015,674.46
2019-07-16,19:00:00,28.9,26.6,4.3,0,1015,650.48
2019-07-16,20:00:00,28.7,26.3,4.4,0,1015,631.39
2019-07-16,21:00:00,28.7,26.1,4.6,0,1015,645.59
2019-07-16,22:00:00,28.6,26.1,4.9,0,1015,652.15
2019-07-16,23:00:00,28.6,26.2,5.3,0,1014,646.92
2019-07-17,00:00:00,28.6,26.4,5.4,0,1014,644.11
2019-07-17,01:00:00,28.6,26.5,5.4,0,1013,624.56
2019-07-17,02:00:00,28.6,26.6,5.3,0,1013,575.04
2019-07-17,03:00:00,28.6,26.7,5.2,0,1013,520.17
2019-07-17,04:00:00,28.7,26.8,5.3,0,1013,518.89
2019-07-17,05:00:00,28.8,26.9,5.4,0,1013,501.73
2019-07-17,06:00:00,29.3,27.2,5.5,91,1014,489.03
2019-07-17,07:00:00,29.7,27.4,5.7,291,1014,506.96
2019-07-17,08:00:00,30.1,27.5,5.8,503,1014,563.05
2019-07-17,09:00:00,30.5,27.6,5.9,563,1013,646.66
2019-07-17,10:00:00,30.7,27.7,6.0,688,1013,711.36
2019-07-17,11:00:00,30.8,27.8,6.1,940,1012,732.89
2019-07-17,12:00:00,30.8,27.9,6.1,971,1012,718.76
2019-07-17,13:00:00,30.8,27.9,6.1,694,1011,714.66
2019-07-17,14:00:00,30.7,28.0,6.2,690,1011,731.13
2019-07-17,15:00:00,30.6,28.0,6.3,260,1010,733.53
2019-07-17,16:00:00,30.4,28.1,6.3,204,1010,745.47
2019-07-17,17:00:00,30.0,28.2,6.3,289,1010,696.74
2019-07-17,18:00:00,29.6,28.2,6.2,90,1010,641.12
2019-07-17,19:00:00,29.3,28.1,6.1,0,1011,636.43
2019-07-17,20:00:00,29.2,28.0,6.1,0,1011,626.52
2019-07-17,21:00:00,29.1,27.9,6.1,0,1011,635.15
2019-07-17,22:00:00,29.1,27.8,6.1,0,1010,649.85
2019-07-17,23:00:00,29.0,27.7,6.4,0,1009,669.95
2019-07-18,00:00:00,29.0,27.8,6.8,0,1008,676.94
2019-07-18,01:00:00,29.2,27.9,6.9,0,1007,643.47
2019-07-18,02:00:00,29.3,27.9,6.7,0,1006,585.29
2019-07-18,03:00:00,29.2,27.7,6.3,0,1006,530.34
2019-07-18,04:00:00,29.1,27.5,6.0,0,1007,501.75
2019-07-18,05:00:00,29.0,27.3,5.9,0,1007,471.67
2019-07-18,06:00:00,29.2,27.4,6.0,82,1007,446.86
2019-07-18,07:00:00,29.5,27.3,6.0,275,1007,451.77
2019-07-18,08:00:00,29.9,27.4,6.1,483,1008,529.91
2019-07-18,09:00:00,30.2,27.4,6.2,673,1008,640.64
2019-07-18,10:00:00,30.4,27.4,6.4,823,1007,682.42
2019-07-18,11:00:00,30.4,27.4,6.5,358,1007,702.4
2019-07-18,12:00:00,30.4,27.3,6.6,515,1006,708.08
2019-07-18,13:00:00,30.2,27.2,6.7,614,1006,733.29
2019-07-18,14:00:00,30.0,27.1,6.7,392,1006,735.64
2019-07-18,15:00:00,29.8,27.0,6.7,442,1005,747.84
2019-07-18,16:00:00,29.4,26.9,6.7,291,1005,714.9
2019-07-18,17:00:00,29.0,26.9,6.8,141,1005,668.41
2019-07-18,18:00:00,28.7,27.0,6.8,45,1006,636.56
2019-07-18,19:00:00,28.6,27.1,7.0,0,1007,630.0
2019-07-18,20:00:00,28.6,27.0,7.1,0,1007,618.34
2019-07-18,21:00:00,28.6,27.0,7.3,0,1008,622.23
2019-07-18,22:00:00,28.6,27.0,7.4,0,1008,614.82
2019-07-18,23:00:00,28.4,27.0,7.4,0,1007,608.06
2019-07-19,00:00:00,28.3,26.9,7.4,0,1007,584.97
2019-07-19,01:00:00,28.2,26.7,7.3,0,1006,565.43
2019-07-19,02:00:00,28.1,26.5,7.2,0,1006,509.53
2019-07-19,03:00:00,28.1,26.4,7.1,0,1006,479.02
2019-07-19,04:00:00,28.1,26.3,7.0,0,1007,456.72
2019-07-19,05:00:00,28.3,26.3,7.0,0,1008,449.04
2019-07-19,06:00:00,28.9,26.6,7.0,92,1009,420.95
2019-07-19,07:00:00,29.6,26.6,7.0,294,1009,462.68
2019-07-19,08:00:00,30.3,26.4,6.9,304,1009,541.19
2019-07-19,09:00:00,30.9,26.5,6.9,698,1009,625.03
2019-07-19,10:00:00,31.2,26.7,6.9,640,1009,662.58
2019-07-19,11:00:00,31.4,27.0,6.9,697,1009,678.92
2019-07-19,12:00:00,31.4,27.1,6.9,293,1009,668.21
2019-07-19,13:00:00,31.3,27.1,7.0,580,1009,669.01
2019-07-19,14:00:00,31.2,27.2,7.1,386,1009,670.48
2019-07-19,15:00:00,31.0,27.3,7.2,286,1010,672.99
2019-07-19,16:00:00,30.7,27.5,7.3,260,1010,674.32
2019-07-19,17:00:00,30.3,27.5,7.2,133,1010,643.08
2019-07-19,18:00:00,29.8,27.6,7.2,41,1011,598.11
2019-07-19,19:00:00,29.5,27.6,7.1,0,1012,580.32
2019-07-19,20:00:00,29.4,27.5,6.9,0,1012,559.94
2019-07-19,21:00:00,29.3,27.6,6.8,0,1013,544.02
2019-07-19,22:00:00,29.2,27.6,6.8,0,1013,578.52
2019-07-19,23:00:00,29.1,27.6,6.8,0,1013,590.69
2019-07-20,00:00:00,29.0,27.5,6.9,0,1012,570.08
2019-07-20,01:00:00,29.0,27.5,6.9,0,1012,552.34
2019-07-20,02:00:00,29.0,27.5,7.0,0,1012,506.14
2019-07-20,03:00:00,29.0,27.5,7.0,0,1013,476.94
2019-07-20,04:00:00,28.9,27.4,6.9,0,1013,459.98
2019-07-20,05:00:00,29.0,27.5,6.8,0,1014,458.88
2019-07-20,06:00:00,29.6,27.9,6.7,28,1014,438.34
2019-07-20,07:00:00,30.3,28.0,6.7,190,1015,429.24
2019-07-20,08:00:00,30.9,27.9,6.6,406,1015,447.82
2019-07-20,09:00:00,31.2,27.7,6.6,591,1016,476.62
2019-07-20,10:00:00,31.2,27.5,6.5,833,1016,503.76
2019-07-20,11:00:00,31.3,27.3,6.5,938,1016,521.29
2019-07-20,12:00:00,31.4,26.9,6.5,887,1015,519.84
2019-07-20,13:00:00,31.6,26.8,6.5,258,1015,545.18
2019-07-20,14:00:00,31.6,26.8,6.6,101,1015,534.52
2019-07-20,15:00:00,31.3,27.1,6.6,226,1015,549.0
2019-07-20,16:00:00,31.1,27.3,6.7,150,1015,514.61
2019-07-20,17:00:00,30.7,27.2,6.8,18,1015,489.17
2019-07-20,18:00:00,30.1,27.3,6.9,6,1015,484.72
2019-07-20,19:00:00,29.8,27.3,6.9,0,1016,498.84
2019-07-20,20:00:00,29.6,27.2,6.9,0,1016,492.04
2019-07-20,21:00:00,29.4,27.2,6.9,0,1016,512.47
2019-07-20,22:00:00,29.1,27.1,6.7,0,1016,539.06
2019-07-20,23:00:00,29.0,26.9,6.6,0,1015,562.8
2019-07-21,00:00:00,29.1,26.8,6.8,0,1016,558.57
2019-07-21,01:00:00,28.9,26.8,6.8,0,1016,543.74
2019-07-21,02:00:00,28.9,26.5,6.6,0,1015,501.91
2019-07-21,03:00:00,28.7,26.4,6.6,0,1015,483.18
2019-07-21,04:00:00,28.7,26.5,6.7,0,1016,455.18
2019-07-21,05:00:00,28.9,26.6,6.8,0,1017,442.68
2019-07-21,06:00:00,29.3,26.9,6.8,55,1018,416.14
2019-07-21,07:00:00,29.6,26.7,6.8,68,1018,411.82
2019-07-21,08:00:00,30.1,26.5,6.7,351,1018,422.74
2019-07-21,09:00:00,30.4,26.0,6.6,321,1017,438.33
2019-07-21,10:00:00,30.7,25.6,6.5,818,1017,458.64
2019-07-21,11:00:00,30.9,25.4,6.5,912,1017,481.89
2019-07-21,12:00:00,31.0,25.5,6.5,665,1017,481.73
2019-07-21,13:00:00,31.1,25.5,6.6,711,1017,512.64
2019-07-21,14:00:00,31.0,25.9,6.7,548,1016,525.67
2019-07-21,15:00:00,31.0,26.0,6.8,362,1016,518.96
2019-07-21,16:00:00,30.9,26.1,6.9,257,1016,485.97
2019-07-21,17:00:00,30.4,26.3,7.0,205,1016,486.49
2019-07-21,18:00:00,29.8,26.8,7.0,56,1017,487.24
2019-07-21,19:00:00,29.4,26.8,6.9,0,1017,503.53
2019-07-21,20:00:00,29.3,26.8,6.8,0,1016,494.89
2019-07-21,21:00:00,29.1,26.7,6.8,0,1016,522.57
2019-07-21,22:00:00,28.9,26.8,6.9,0,1017,551.18
2019-07-21,23:00:00,28.7,26.8,6.9,0,1017,588.66
2019-07-22,00:00:00,28.6,26.6,6.8,0,1017,577.6
2019-07-22,01:00:00,28.6,26.4,6.6,0,1016,530.2
2019-07-22,02:00:00,28.5,26.3,6.6,0,1016,510.27
2019-07-22,03:00:00,28.4,26.3,6.5,0,1016,453.24
2019-07-22,04:00:00,28.4,26.2,6.4,0,1016,438.22
2019-07-22,05:00:00,28.5,26.4,6.5,0,1017,421.96
2019-07-22,06:00:00,29.2,26.7,6.6,50,1017,402.49
2019-07-22,07:00:00,29.7,26.6,6.6,14,1017,416.7
2019-07-22,08:00:00,30.0,26.3,6.7,106,1017,478.66
2019-07-22,09:00:00,30.3,26.0,6.8,421,1017,604.46
2019-07-22,10:00:00,30.6,26.2,6.8,781,1017,660.23
2019-07-22,11:00:00,30.8,26.4,6.8,814,1016,708.01
2019-07-22,12:00:00,31.0,26.5,6.8,958,1016,721.64
2019-07-22,13:00:00,31.0,26.6,6.8,277,1016,758.22
2019-07-22,14:00:00,30.8,26.5,6.8,817,1016,750.43
2019-07-22,15:00:00,30.6,26.5,6.8,663,1015,724.4
2019-07-22,16:00:00,30.3,26.6,6.8,236,1016,672.56
2019-07-22,17:00:00,29.9,26.6,6.7,220,1016,656.67
2019-07-22,18:00:00,29.4,26.6,6.7,57,1017,617.67
2019-07-22,19:00:00,29.0,26.6,6.7,0,1017,559.51
2019-07-22,20:00:00,28.8,26.6,6.7,0,1018,533.2
2019-07-22,21:00:00,28.7,26.5,6.7,0,1018,538.57
2019-07-22,22:00:00,28.6,26.4,6.6,0,1018,569.45
2019-07-22,23:00:00,28.5,26.3,6.6,0,1018,555.36
2019-07-23,00:00:00,28.4,26.2,6.6,0,1018,547.74
2019-07-23,01:00:00,28.3,26.2,6.6,0,1017,505.05
2019-07-23,02:00:00,28.2,26.1,6.6,0,1017,459.43
2019-07-23,03:00:00,28.1,26.0,6.5,0,1017,428.71
2019-07-23,04:00:00,28.1,26.0,6.4,0,1017,405.42
2019-07-23,05:00:00,28.2,26.1,6.4,0,1017,377.52
2019-07-23,06:00:00,28.9,26.5,6.4,88,1018,371.26
2019-07-23,07:00:00,29.5,26.4,6.4,288,1018,395.3
2019-07-23,08:00:00,29.9,26.2,6.4,499,1018,473.38
2019-07-23,09:00:00,30.2,26.2,6.4,628,1018,579.07
2019-07-23,10:00:00,30.6,26.3,6.5,756,1017,639.9
2019-07-23,11:00:00,30.8,26.3,6.5,727,1017,664.07
2019-07-23,12:00:00,31.0,26.5,6.6,342,1017,690.28
2019-07-23,13:00:00,31.1,26.6,6.6,503,1016,703.95
2019-07-23,14:00:00,30.8,26.5,6.7,349,1016,716.86
2019-07-23,15:00:00,30.4,26.4,6.8,257,1016,710.94
2019-07-23,16:00:00,30.0,26.3,6.9,185,1016,693.53
2019-07-23,17:00:00,29.6,26.5,7.0,141,1016,664.51
2019-07-23,18:00:00,29.2,26.6,7.1,10,1016,629.25
2019-07-23,19:00:00,29.0,26.7,7.1,0,1017,606.06
2019-07-23,20:00:00,28.9,26.7,7.2,0,1017,588.49
2019-07-23,21:00:00,28.9,26.7,7.2,0,1017,591.45
2019-07-23,22:00:00,28.9,26.7,7.2,0,1017,605.11
2019-07-23,23:00:00,28.8,26.7,7.1,0,1017,563.96
2019-07-24,00:00:00,28.7,26.7,7.0,0,1016,499.01
2019-07-24,01:00:00,28.6,26.7,6.8,0,1016,460.54
2019-07-24,02:00:00,28.5,26.6,6.6,0,1016,413.44
2019-07-24,03:00:00,28.4,26.6,6.5,0,1016,389.93
2019-07-24,04:00:00,28.4,26.5,6.3,0,1016,364.02
2019-07-24,05:00:00,28.4,26.6,6.2,0,1017,342.0
2019-07-24,06:00:00,29.1,27.0,6.1,83,1017,320.22
2019-07-24,07:00:00,29.6,26.9,6.1,262,1018,345.59
2019-07-24,08:00:00,30.1,26.8,6.1,485,1018,432.12
2019-07-24,09:00:00,30.6,26.8,6.1,608,1018,580.3
2019-07-24,10:00:00,31.1,26.9,6.1,737,1018,643.54
2019-07-24,11:00:00,31.3,27.1,6.2,936,1017,707.29
2019-07-24,12:00:00,31.5,27.2,6.3,964,1017,728.19
2019-07-24,13:00:00,31.5,27.1,6.4,640,1017,734.33
2019-07-24,14:00:00,31.4,27.1,6.5,452,1016,768.12
2019-07-24,15:00:00,31.0,27.1,6.6,302,1016,741.97
2019-07-24,16:00:00,30.5,27.3,6.6,135,1016,702.2
2019-07-24,17:00:00,30.1,27.3,6.7,12,1017,639.94
2019-07-24,18:00:00,29.7,27.3,6.7,79,1017,602.46
2019-07-24,19:00:00,29.6,27.2,6.7,0,1018,602.12
2019-07-24,20:00:00,29.6,27.2,6.6,0,1018,550.1
2019-07-24,21:00:00,29.5,27.2,6.5,0,1018,527.73
2019-07-24,22:00:00,29.4,27.2,6.4,0,1018,555.18
2019-07-24,23:00:00,29.2,27.1,6.3,0,1017,562.39
2019-07-25,00:00:00,29.0,27.1,6.2,0,1017,540.88
2019-07-25,01:00:00,28.8,27.0,6.2,0,1017,511.64
2019-07-25,02:00:00,28.5,26.9,6.1,0,1017,457.1
2019-07-25,03:00:00,28.3,26.9,6.0,0,1017,424.53
2019-07-25,04:00:00,28.3,26.7,5.9,0,1017,413.68
2019-07-25,05:00:00,28.4,26.7,5.9,0,1018,416.89
2019-07-25,06:00:00,29.0,27.2,5.9,81,1018,375.68
2019-07-25,07:00:00,29.7,27.0,5.8,261,1019,403.23
