timestamp,TEMPERATURE_true,TEMPERATURE_pred
2019-08-27 03:00:00,28.1,28.148748
2019-08-27 04:00:00,28.0,27.99565
2019-08-27 05:00:00,27.9,28.019854
2019-08-27 06:00:00,27.7,28.04493
2019-08-27 07:00:00,28.4,27.888428
2019-08-27 08:00:00,29.0,29.14129
2019-08-27 09:00:00,29.8,29.603277
2019-08-27 10:00:00,30.4,30.44828
2019-08-27 11:00:00,30.8,30.824696
2019-08-27 12:00:00,31.0,31.082909
2019-08-27 13:00:00,31.1,31.139738
2019-08-27 14:00:00,30.9,31.131363
2019-08-27 15:00:00,30.6,30.713087
2019-08-27 16:00:00,30.2,30.265045
2019-08-27 17:00:00,29.8,29.718987
2019-08-27 18:00:00,29.2,29.282385
2019-08-27 19:00:00,28.6,28.702883
2019-08-27 20:00:00,28.4,28.296059
2019-08-27 21:00:00,28.3,28.289293
2019-08-27 22:00:00,28.2,28.250889
2019-08-27 23:00:00,28.1,28.148874
2019-08-28 00:00:00,28.1,28.020117
2019-08-28 01:00:00,28.0,27.991703
2019-08-28 02:00:00,28.0,27.882162
2019-08-28 03:00:00,27.9,27.915308
2019-08-28 04:00:00,27.8,27.87967
2019-08-28 05:00:00,27.8,27.888575
2019-08-28 06:00:00,27.8,28.05133
2019-08-28 07:00:00,28.5,28.144995
2019-08-28 08:00:00,29.2,29.286163
2019-08-28 09:00:00,29.9,29.857803
2019-08-28 10:00:00,30.5,30.464352
2019-08-28 11:00:00,30.9,30.925589
2019-08-28 12:00:00,31.2,31.156939
2019-08-28 13:00:00,31.3,31.361881
2019-08-28 14:00:00,31.3,31.291937
2019-08-28 15:00:00,31.2,31.155277
2019-08-28 16:00:00,31.0,30.892883
2019-08-28 17:00:00,30.6,30.537714
2019-08-28 18:00:00,29.9,30.006737
2019-08-28 19:00:00,29.3,29.27738
2019-08-28 20:00:00,29.0,28.88609
2019-08-28 21:00:00,28.9,28.786316
2019-08-28 22:00:00,28.8,28.778261
2019-08-28 23:00:00,28.7,28.701164
2019-08-29 00:00:00,28.6,28.584288
2019-08-29 01:00:00,28.5,28.453972
2019-08-29 02:00:00,28.4,28.335896
2019-08-29 03:00:00,28.3,28.24787
2019-08-29 04:00:00,28.3,28.209421
2019-08-29 05:00:00,28.2,28.352419
2019-08-29 06:00:00,28.3,28.355465
2019-08-29 07:00:00,29.0,28.643545
2019-08-29 08:00:00,29.9,29.709578
2019-08-29 09:00:00,30.5,30.605543
2019-08-29 10:00:00,30.8,30.921453
2019-08-29 11:00:00,31.2,31.035799
2019-08-29 12:00:00,31.4,31.47232
2019-08-29 13:00:00,31.6,31.422201
2019-08-29 14:00:00,31.6,31.630772
2019-08-29 15:00:00,31.3,31.431755
2019-08-29 16:00:00,30.9,30.901676
2019-08-29 17:00:00,30.5,30.384054
2019-08-29 18:00:00,30.0,29.990583
2019-08-29 19:00:00,29.5,29.527859
2019-08-29 20:00:00,29.4,29.145308
2019-08-29 21:00:00,29.3,29.216711
2019-08-29 22:00:00,29.2,29.166384
2019-08-29 23:00:00,29.1,29.073114
2019-08-30 00:00:00,29.0,28.958136
2019-08-30 01:00:00,28.8,28.841507
2019-08-30 02:00:00,28.6,28.622087
2019-08-30 03:00:00,28.5,28.442339
2019-08-30 04:00:00,28.6,28.446789
2019-08-30 05:00:00,28.5,28.734526
2019-08-30 06:00:00,28.5,28.641727
2019-08-30 07:00:00,28.8,28.752209
2019-08-30 08:00:00,29.2,29.253025
2019-08-30 09:00:00,29.5,29.650595
2019-08-30 10:00:00,29.6,29.790257
2019-08-30 11:00:00,29.5,29.704039
2019-08-30 12:00:00,29.5,29.45224
2019-08-30 13:00:00,29.4,29.519405
2019-08-30 14:00:00,29.3,29.451048
2019-08-30 15:00:00,29.3,29.393305
2019-08-30 16:00:00,29.2,29.314745
2019-08-30 17:00:00,29.1,29.083393
2019-08-30 18:00:00,28.9,28.980307
2019-08-30 19:00:00,28.7,28.738886
2019-08-30 20:00:00,28.5,28.573935
2019-08-30 21:00:00,28.4,28.402748
2019-08-30 22:00:00,28.3,28.376436
2019-08-30 23:00:00,28.1,28.304743
2019-08-31 00:00:00,28.0,28.075735
2019-08-31 01:00:00,27.9,28.039982
2019-08-31 02:00:00,27.9,27.953886
2019-08-31 03:00:00,27.8,28.031172
2019-08-31 04:00:00,27.7,27.901543
2019-08-31 05:00:00,27.7,27.851622
2019-08-31 06:00:00,27.8,27.957277
2019-08-31 07:00:00,28.3,28.137432
2019-08-31 08:00:00,28.7,28.875744
2019-08-31 09:00:00,29.0,29.11748
2019-08-31 10:00:00,29.3,29.368288
2019-08-31 11:00:00,29.7,29.678728
2019-08-31 12:00:00,29.9,30.102638
2019-08-31 13:00:00,30.0,30.09736
2019-08-31 14:00:00,30.0,30.066788
2019-08-31 15:00:00,30.0,29.931309
2019-08-31 16:00:00,29.8,29.849783
2019-08-31 17:00:00,29.6,29.501247
2019-08-31 18:00:00,29.2,29.277994
2019-08-31 19:00:00,28.8,28.873684
2019-08-31 20:00:00,28.6,28.6061
2019-08-31 21:00:00,28.5,28.525616
2019-08-31 22:00:00,28.4,28.466158
2019-08-31 23:00:00,28.3,28.361252
